Site_name,REGION,TAG,FAMILY,index,pool_type,pool_name,priority
Jammer,ORCASL,5216,1039,7.1,intolerant,ORCASL_Jammer_I,1
Jammer,ORCASL,1091,3028,7.6,intolerant,ORCASL_Jammer_I,2
Jammer,ORCASL,757,1198,9,intolerant,ORCASL_Jammer_I,3
Jammer,ORCASL,1149,3029,9.8,intolerant,ORCASL_Jammer_I,4
Jammer,ORCASL,5058,1027,9.8,intolerant,ORCASL_Jammer_I,5
Jammer,ORCASL,189,1038,9.3,intolerant,ORCASL_Jammer_I,6
Jammer,ORCASL,4858,1039,9.6,intolerant,ORCASL_Jammer_I,7
Jammer,ORCASL,6113,3054,10,intolerant,ORCASL_Jammer_I,8
Jammer,ORCASL,67,1027,10,intolerant,ORCASL_Jammer_I,9
Jammer,ORCASL,5726,1198,10,intolerant,ORCASL_Jammer_I,10
Jammer,ORCASH,899,1224,3.8,intolerant,ORCASH_Jammer_I,1
Jammer,ORCASH,1948,4053,7.4,intolerant,ORCASH_Jammer_I,2
Jammer,ORCASH,1900,4052,7.2,intolerant,ORCASH_Jammer_I,3
Jammer,ORCASH,5138,1030,10,intolerant,ORCASH_Jammer_I,4
Jammer,ORCASH,939,2028,9.5,intolerant,ORCASH_Jammer_I,5
Jammer,ORCASH,5908,3013,9.8,intolerant,ORCASH_Jammer_I,6
Jammer,ORCASH,81,1029,9.9,intolerant,ORCASH_Jammer_I,7
Jammer,ORCASH,5971,3014,9.8,intolerant,ORCASH_Jammer_I,8
Jammer,ORCASH,6775,4064,9.6,intolerant,ORCASH_Jammer_I,9
Jammer,ORCASH,5809,1223,10,intolerant,ORCASH_Jammer_I,10
Jammer,WACASL,461,1152,2,intolerant,WACASL_Jammer_I,1
Jammer,WACASL,288,1131,7.2,intolerant,WACASL_Jammer_I,2
Jammer,WACASL,9133,8538,8,intolerant,WACASL_Jammer_I,3
Jammer,WACASL,275,1130,6.4,intolerant,WACASL_Jammer_I,4
Jammer,WACASL,4543,8537,7.7,intolerant,WACASL_Jammer_I,5
Jammer,WACASL,9080,8537,7.7,intolerant,WACASL_Jammer_I,6
Jammer,WACASL,6927,5116,8.9,intolerant,WACASL_Jammer_I,7
Jammer,WACASL,311,1131,8.7,intolerant,WACASL_Jammer_I,8
Jammer,WACASL,6881,5115,9.7,intolerant,WACASL_Jammer_I,9
Jammer,WACASL,439,1151,9.8,intolerant,WACASL_Jammer_I,10
Jammer,WACASH,7001,5129,6,intolerant,WACASH_Jammer_I,1
Jammer,WACASH,2339,5202,7,intolerant,WACASH_Jammer_I,2
Jammer,WACASH,6812,5041,7.4,intolerant,WACASH_Jammer_I,3
Jammer,WACASH,2050,5041,7.5,intolerant,WACASH_Jammer_I,4
Jammer,WACASH,5516,1163,7.8,intolerant,WACASH_Jammer_I,5
Jammer,WACASH,5474,1162,7.7,intolerant,WACASH_Jammer_I,6
Jammer,WACASH,5322,1146,8.7,intolerant,WACASH_Jammer_I,7
Jammer,WACASH,5357,1147,7.8,intolerant,WACASH_Jammer_I,8
Jammer,WACASH,2089,5042,9.3,intolerant,WACASH_Jammer_I,9
Jammer,WACASH,7082,5202,9.2,intolerant,WACASH_Jammer_I,10
Jammer,ORSISH,2440,6005,3.8,intolerant,ORSISH_Jammer_I,1
Jammer,ORSISH,2377,6004,4.1,intolerant,ORSISH_Jammer_I,2
Jammer,ORSISH,1840,3296,6.7,intolerant,ORSISH_Jammer_I,3
Jammer,ORSISH,1644,3134,6,intolerant,ORSISH_Jammer_I,4
Jammer,ORSISH,7175,6005,6,intolerant,ORSISH_Jammer_I,5
Jammer,ORSISH,1641,3134,6.6,intolerant,ORSISH_Jammer_I,6
Jammer,ORSISH,705,1170,8.8,intolerant,ORSISH_Jammer_I,7
Jammer,ORSISH,5628,1167,6.2,intolerant,ORSISH_Jammer_I,8
Jammer,ORSISH,2397,6004,6.9,intolerant,ORSISH_Jammer_I,9
Jammer,ORSISH,740,1171,9.2,intolerant,ORSISH_Jammer_I,10
Jammer,ORSISL,1884,3306,5,intolerant,ORSISL_Jammer_I,1
Jammer,ORSISL,1456,3094,7.6,intolerant,ORSISL_Jammer_I,2
Jammer,ORSISL,6313,3094,8.4,intolerant,ORSISL_Jammer_I,3
Jammer,ORSISL,6613,3285,7.7,intolerant,ORSISL_Jammer_I,4
Jammer,ORSISL,1291,3076,9.3,intolerant,ORSISL_Jammer_I,5
Jammer,ORSISL,1503,3094,8.8,intolerant,ORSISL_Jammer_I,6
Jammer,ORSISL,1332,3077,9,intolerant,ORSISL_Jammer_I,7
Jammer,ORSISL,6346,3095,9.5,intolerant,ORSISL_Jammer_I,8
Jammer,ORSISL,6661,3306,7,intolerant,ORSISL_Jammer_I,9
Jammer,ORSISL,6309,3094,9.4,intolerant,ORSISL_Jammer_I,10
Jammer,ORCSTN,1698,3148,6.2,intolerant,ORCSTN_Jammer_I,1
Jammer,ORCSTN,6432,3147,7,intolerant,ORCSTN_Jammer_I,2
Jammer,ORCSTN,8909,8045,7.5,intolerant,ORCSTN_Jammer_I,3
Jammer,ORCSTN,4413,8525,7.7,intolerant,ORCSTN_Jammer_I,4
Jammer,ORCSTN,2584,6021,8.9,intolerant,ORCSTN_Jammer_I,5
Jammer,ORCSTN,7243,6019,9.4,intolerant,ORCSTN_Jammer_I,6
Jammer,ORCSTN,4353,8046,9.9,intolerant,ORCSTN_Jammer_I,7
Jammer,ORCSTN,7209,6016,9.8,intolerant,ORCSTN_Jammer_I,8
Jammer,ORCSTN,1700,3148,9.5,intolerant,ORCSTN_Jammer_I,9
Jammer,ORCSTN,7264,6019,10,intolerant,ORCSTN_Jammer_I,10
Jammer,ORCSTS,7379,6048,5.8,intolerant,ORCSTS_Jammer_I,1
Jammer,ORCSTS,9050,8528,6.9,intolerant,ORCSTS_Jammer_I,2
Jammer,ORCSTS,7387,6050,7.7,intolerant,ORCSTS_Jammer_I,3
Jammer,ORCSTS,4501,8528,8,intolerant,ORCSTS_Jammer_I,4
Jammer,ORCSTS,2668,6048,9.1,intolerant,ORCSTS_Jammer_I,5
Jammer,ORCSTS,9310,8551,9.7,intolerant,ORCSTS_Jammer_I,6
Jammer,ORCSTS,6510,3180,9.7,intolerant,ORCSTS_Jammer_I,7
Jammer,ORCSTS,9367,8552,9.8,intolerant,ORCSTS_Jammer_I,8
Jammer,ORCSTS,6522,3180,9.8,intolerant,ORCSTS_Jammer_I,9
Jammer,ORCSTS,2651,6048,9.6,intolerant,ORCSTS_Jammer_I,10
Jammer,CAKLA,3116,7035,3.8,intolerant,CAKLA_Jammer_I,1
Jammer,CAKLA,7789,7035,3.8,intolerant,CAKLA_Jammer_I,2
Jammer,CAKLA,7594,7007,4.8,intolerant,CAKLA_Jammer_I,3
Jammer,CAKLA,3174,7037,7.2,intolerant,CAKLA_Jammer_I,4
Jammer,CAKLA,7685,7009,7.1,intolerant,CAKLA_Jammer_I,5
Jammer,CAKLA,7851,7036,7.3,intolerant,CAKLA_Jammer_I,6
Jammer,CAKLA,7888,7037,7.5,intolerant,CAKLA_Jammer_I,7
Jammer,CAKLA,3045,7010,4.6,intolerant,CAKLA_Jammer_I,8
Jammer,CAKLA,2926,7007,6.3,intolerant,CAKLA_Jammer_I,9
Jammer,CAKLA,2862,7005,9.3,intolerant,CAKLA_Jammer_I,10
Jammer,WACST,9185,8541,7.6,intolerant,WACST_Jammer_I,1
Jammer,WACST,8828,8027,9.6,intolerant,WACST_Jammer_I,2
Jammer,WACST,4199,8026,9.6,intolerant,WACST_Jammer_I,3
Jammer,WACST,3697,7205,10,intolerant,WACST_Jammer_I,4
Jammer,WACST,8745,8025,9.2,intolerant,WACST_Jammer_I,5
Jammer,WACST,4666,8542,9.9,intolerant,WACST_Jammer_I,6
Jammer,WACST,8816,8027,9.7,intolerant,WACST_Jammer_I,7
Jammer,WACST,8856,8028,9.7,intolerant,WACST_Jammer_I,8
Jammer,WACST,8331,7202,9.8,intolerant,WACST_Jammer_I,9
Jammer,WACST,3727,7206,10.3,intolerant,WACST_Jammer_I,10
Jammer,CACST,8645,7810,4.7,intolerant,CACST_Jammer_I,1
Jammer,CACST,8588,7809,4.8,intolerant,CACST_Jammer_I,2
Jammer,CACST,3977,7809,7,intolerant,CACST_Jammer_I,3
Jammer,CACST,8713,7817,7.4,intolerant,CACST_Jammer_I,4
Jammer,CACST,8467,7802,7.5,intolerant,CACST_Jammer_I,5
Jammer,CACST,8692,7817,8.5,intolerant,CACST_Jammer_I,6
Jammer,CACST,8660,7811,9.5,intolerant,CACST_Jammer_I,7
Jammer,CACST,8560,7808,9.1,intolerant,CACST_Jammer_I,8
Jammer,CACST,8537,7807,6.3,intolerant,CACST_Jammer_I,9
Jammer,CACST,8431,7801,10.9,intolerant,CACST_Jammer_I,10
Doorstop,ORCASL,832,1199,7.6,intolerant,ORCASL_Doorstop_I,1
Doorstop,ORCASL,6043,3029,7.8,intolerant,ORCASL_Doorstop_I,2
Doorstop,ORCASL,1143,3029,7.9,intolerant,ORCASL_Doorstop_I,3
Doorstop,ORCASL,5233,1039,9.2,intolerant,ORCASL_Doorstop_I,4
Doorstop,ORCASL,6059,3053,9.3,intolerant,ORCASL_Doorstop_I,5
Doorstop,ORCASL,73,1027,9.9,intolerant,ORCASL_Doorstop_I,6
Doorstop,ORCASL,5995,3028,9.1,intolerant,ORCASL_Doorstop_I,7
Doorstop,ORCASL,4851,1026,10.1,intolerant,ORCASL_Doorstop_I,8
Doorstop,ORCASL,5733,1198,10,intolerant,ORCASL_Doorstop_I,9
Doorstop,ORCASL,5039,1026,10.1,intolerant,ORCASL_Doorstop_I,10
Doorstop,ORCASH,97,1029,6.6,intolerant,ORCASH_Doorstop_I,1
Doorstop,ORCASH,5882,2028,7.6,intolerant,ORCASH_Doorstop_I,2
Doorstop,ORCASH,5910,3013,8,intolerant,ORCASH_Doorstop_I,3
Doorstop,ORCASH,6696,4052,7.2,intolerant,ORCASH_Doorstop_I,4
Doorstop,ORCASH,6763,4064,7.9,intolerant,ORCASH_Doorstop_I,5
Doorstop,ORCASH,5853,1224,7.2,intolerant,ORCASH_Doorstop_I,6
Doorstop,ORCASH,1080,3014,6.8,intolerant,ORCASH_Doorstop_I,7
Doorstop,ORCASH,5964,3014,7,intolerant,ORCASH_Doorstop_I,8
Doorstop,ORCASH,5807,1223,9.8,intolerant,ORCASH_Doorstop_I,9
Doorstop,ORCASH,5151,1030,9.6,intolerant,ORCASH_Doorstop_I,10
Doorstop,WACASL,9078,8537,7.2,intolerant,WACASL_Doorstop_I,1
Doorstop,WACASL,2130,5115,6.8,intolerant,WACASL_Doorstop_I,2
Doorstop,WACASL,2155,5116,7.4,intolerant,WACASL_Doorstop_I,3
Doorstop,WACASL,5307,1131,7.6,intolerant,WACASL_Doorstop_I,4
Doorstop,WACASL,4575,8538,7.7,intolerant,WACASL_Doorstop_I,5
Doorstop,WACASL,5271,1130,7.6,intolerant,WACASL_Doorstop_I,6
Doorstop,WACASL,5413,1151,7.5,intolerant,WACASL_Doorstop_I,7
Doorstop,WACASL,5412,1151,8,intolerant,WACASL_Doorstop_I,8
Doorstop,WACASL,4533,8537,9.4,intolerant,WACASL_Doorstop_I,9
Doorstop,WACASL,4698,8547,9.5,intolerant,WACASL_Doorstop_I,10
Doorstop,WACASH,2031,5041,7.8,intolerant,WACASH_Doorstop_I,1
Doorstop,WACASH,5380,1147,8,intolerant,WACASH_Doorstop_I,2
Doorstop,WACASH,364,1146,8,intolerant,WACASH_Doorstop_I,3
Doorstop,WACASH,2205,5122,9.5,intolerant,WACASH_Doorstop_I,4
Doorstop,WACASH,2082,5042,10,intolerant,WACASH_Doorstop_I,5
Doorstop,WACASH,2103,5042,10,intolerant,WACASH_Doorstop_I,6
Doorstop,WACASH,2069,5042,10.1,intolerant,WACASH_Doorstop_I,7
Doorstop,WACASH,2342,5202,10.1,intolerant,WACASH_Doorstop_I,8
Doorstop,WACASH,7021,5129,7.3,intolerant,WACASH_Doorstop_I,9
Doorstop,WACASH,7030,5130,10.6,intolerant,WACASH_Doorstop_I,10
Doorstop,ORSISH,2361,6004,3.9,intolerant,ORSISH_Doorstop_I,1
Doorstop,ORSISH,5641,1170,7.2,intolerant,ORSISH_Doorstop_I,2
Doorstop,ORSISH,733,1171,7.6,intolerant,ORSISH_Doorstop_I,3
Doorstop,ORSISH,5590,1166,7.1,intolerant,ORSISH_Doorstop_I,4
Doorstop,ORSISH,5688,1171,7.7,intolerant,ORSISH_Doorstop_I,5
Doorstop,ORSISH,5604,1167,7.3,intolerant,ORSISH_Doorstop_I,6
Doorstop,ORSISH,1592,3133,10.1,intolerant,ORSISH_Doorstop_I,7
Doorstop,ORSISH,7183,6005,6.3,intolerant,ORSISH_Doorstop_I,8
Doorstop,ORSISH,642,1167,8,intolerant,ORSISH_Doorstop_I,9
Doorstop,ORSISH,670,1170,10,intolerant,ORSISH_Doorstop_I,10
Doorstop,ORSISL,6274,3094,7.1,intolerant,ORSISL_Doorstop_I,1
Doorstop,ORSISL,1414,3083,6.5,intolerant,ORSISL_Doorstop_I,2
Doorstop,ORSISL,1382,3082,8.3,intolerant,ORSISL_Doorstop_I,3
Doorstop,ORSISL,6137,3076,7.6,intolerant,ORSISL_Doorstop_I,4
Doorstop,ORSISL,6180,3077,7.4,intolerant,ORSISL_Doorstop_I,5
Doorstop,ORSISL,6665,3306,6.2,intolerant,ORSISL_Doorstop_I,6
Doorstop,ORSISL,1385,3082,8.9,intolerant,ORSISL_Doorstop_I,7
Doorstop,ORSISL,1445,3083,10.2,intolerant,ORSISL_Doorstop_I,8
Doorstop,ORSISL,6208,3082,9.9,intolerant,ORSISL_Doorstop_I,9
Doorstop,ORCSTN,2545,6020,3.1,intolerant,ORCSTN_Doorstop_I,1
Doorstop,ORCSTN,4318,8045,4.1,intolerant,ORCSTN_Doorstop_I,2
Doorstop,ORCSTN,4341,8046,7.4,intolerant,ORCSTN_Doorstop_I,3
Doorstop,ORCSTN,7339,6021,7.1,intolerant,ORCSTN_Doorstop_I,4
Doorstop,ORCSTN,1713,3148,9.2,intolerant,ORCSTN_Doorstop_I,5
Doorstop,ORCSTN,1664,3147,7.5,intolerant,ORCSTN_Doorstop_I,6
Doorstop,ORCSTN,7254,6019,9.9,intolerant,ORCSTN_Doorstop_I,7
Doorstop,ORCSTN,4387,8524,9.8,intolerant,ORCSTN_Doorstop_I,8
Doorstop,ORCSTN,4452,8525,10.1,intolerant,ORCSTN_Doorstop_I,9
Doorstop,ORCSTN,2564,6020,9.8,intolerant,ORCSTN_Doorstop_I,10
Doorstop,ORCSTS,7376,6048,3.7,intolerant,ORCSTS_Doorstop_I,1
Doorstop,ORCSTS,1741,3180,4.9,intolerant,ORCSTS_Doorstop_I,2
Doorstop,ORCSTS,4497,8528,4.3,intolerant,ORCSTS_Doorstop_I,3
Doorstop,ORCSTS,2808,6059,6.3,intolerant,ORCSTS_Doorstop_I,4
Doorstop,ORCSTS,2677,6050,6.6,intolerant,ORCSTS_Doorstop_I,5
Doorstop,ORCSTS,4800,8551,7.7,intolerant,ORCSTS_Doorstop_I,6
Doorstop,ORCSTS,4830,8552,8.2,intolerant,ORCSTS_Doorstop_I,7
Doorstop,ORCSTS,6543,3180,7.6,intolerant,ORCSTS_Doorstop_I,8
Doorstop,ORCSTS,2704,6050,9,intolerant,ORCSTS_Doorstop_I,9
Doorstop,ORCSTS,2743,6058,9.2,intolerant,ORCSTS_Doorstop_I,10
Doorstop,CAKLA,2876,7005,3.4,intolerant,CAKLA_Doorstop_I,1
Doorstop,CAKLA,7699,7009,7.4,intolerant,CAKLA_Doorstop_I,2
Doorstop,CAKLA,7748,7034,7,intolerant,CAKLA_Doorstop_I,3
Doorstop,CAKLA,7792,7035,7.8,intolerant,CAKLA_Doorstop_I,4
Doorstop,CAKLA,3162,7036,10,intolerant,CAKLA_Doorstop_I,5
Doorstop,CAKLA,7698,7009,7.6,intolerant,CAKLA_Doorstop_I,6
Doorstop,CAKLA,3083,7034,7.3,intolerant,CAKLA_Doorstop_I,7
Doorstop,WACST,8377,7205,7.4,intolerant,WACST_Doorstop_I,1
Doorstop,WACST,4614,8541,7.8,intolerant,WACST_Doorstop_I,2
Doorstop,WACST,8289,7201,7,intolerant,WACST_Doorstop_I,3
Doorstop,WACST,4266,8028,7.9,intolerant,WACST_Doorstop_I,4
Doorstop,WACST,8382,7206,8.7,intolerant,WACST_Doorstop_I,5
Doorstop,WACST,8794,8026,9.5,intolerant,WACST_Doorstop_I,6
Doorstop,WACST,8827,8027,9.7,intolerant,WACST_Doorstop_I,7
Doorstop,WACST,8798,8026,9.9,intolerant,WACST_Doorstop_I,8
Doorstop,WACST,4619,8541,9.6,intolerant,WACST_Doorstop_I,9
Doorstop,WACST,4225,8027,9.8,intolerant,WACST_Doorstop_I,10
Doorstop,CACST,3914,7808,3.4,intolerant,CACST_Doorstop_I,1
Doorstop,CACST,8708,7817,3.3,intolerant,CACST_Doorstop_I,2
Doorstop,CACST,3817,7802,3.1,intolerant,CACST_Doorstop_I,3
Doorstop,CACST,8553,7808,3.4,intolerant,CACST_Doorstop_I,4
Doorstop,CACST,8687,7817,4.2,intolerant,CACST_Doorstop_I,5
Doorstop,CACST,3975,7809,3.3,intolerant,CACST_Doorstop_I,6
Doorstop,CACST,3851,7806,3.1,intolerant,CACST_Doorstop_I,7
Doorstop,CACST,8495,7806,3.6,intolerant,CACST_Doorstop_I,8
Doorstop,CACST,3948,7808,3.8,intolerant,CACST_Doorstop_I,9
Doorstop,CACST,3905,7807,3.9,intolerant,CACST_Doorstop_I,10
Buckhorn,ORCASL,225,1039,9.4,intolerant,ORCASL_Buckhorn_I,1
Buckhorn,ORCASL,56,1027,9.1,intolerant,ORCASL_Buckhorn_I,2
Buckhorn,ORCASL,1111,3028,9.4,intolerant,ORCASL_Buckhorn_I,3
Buckhorn,ORCASL,1219,3054,9.3,intolerant,ORCASL_Buckhorn_I,4
Buckhorn,ORCASL,760,1198,9.6,intolerant,ORCASL_Buckhorn_I,5
Buckhorn,ORCASL,168,1038,9.5,intolerant,ORCASL_Buckhorn_I,6
Buckhorn,ORCASL,5752,1199,10.2,intolerant,ORCASL_Buckhorn_I,7
Buckhorn,ORCASL,6073,3053,10,intolerant,ORCASL_Buckhorn_I,8
Buckhorn,ORCASL,1222,3054,9.6,intolerant,ORCASL_Buckhorn_I,9
Buckhorn,ORCASL,63,1027,10,intolerant,ORCASL_Buckhorn_I,10
Buckhorn,ORCASH,6735,4053,7.1,intolerant,ORCASH_Buckhorn_I,1
Buckhorn,ORCASH,5096,1029,9.2,intolerant,ORCASH_Buckhorn_I,2
Buckhorn,ORCASH,5963,3014,9,intolerant,ORCASH_Buckhorn_I,3
Buckhorn,ORCASH,5800,1223,9.2,intolerant,ORCASH_Buckhorn_I,4
Buckhorn,ORCASH,89,1029,9.4,intolerant,ORCASH_Buckhorn_I,5
Buckhorn,ORCASH,6782,4064,9.3,intolerant,ORCASH_Buckhorn_I,6
Buckhorn,ORCASH,6742,4053,9.1,intolerant,ORCASH_Buckhorn_I,7
Buckhorn,ORCASH,1060,3014,9.8,intolerant,ORCASH_Buckhorn_I,8
Buckhorn,ORCASH,865,1223,10.2,intolerant,ORCASH_Buckhorn_I,9
Buckhorn,ORCASH,5125,1030,10,intolerant,ORCASH_Buckhorn_I,10
Buckhorn,WACASL,289,1131,7,intolerant,WACASL_Buckhorn_I,1
Buckhorn,WACASL,5280,1131,7.6,intolerant,WACASL_Buckhorn_I,2
Buckhorn,WACASL,4545,8537,9.1,intolerant,WACASL_Buckhorn_I,3
Buckhorn,WACASL,9119,8538,9.6,intolerant,WACASL_Buckhorn_I,4
Buckhorn,WACASL,9257,8547,9.2,intolerant,WACASL_Buckhorn_I,5
Buckhorn,WACASL,6882,5115,9.3,intolerant,WACASL_Buckhorn_I,6
Buckhorn,WACASL,6947,5116,9.4,intolerant,WACASL_Buckhorn_I,7
Buckhorn,WACASL,436,1151,9.9,intolerant,WACASL_Buckhorn_I,8
Buckhorn,WACASL,4732,8548,9.4,intolerant,WACASL_Buckhorn_I,9
Buckhorn,WACASL,9302,8548,9.5,intolerant,WACASL_Buckhorn_I,10
Buckhorn,WACASH,7064,5130,6.2,intolerant,WACASH_Buckhorn_I,1
Buckhorn,WACASH,523,1162,7,intolerant,WACASH_Buckhorn_I,2
Buckhorn,WACASH,7045,5130,7,intolerant,WACASH_Buckhorn_I,3
Buckhorn,WACASH,555,1163,7.7,intolerant,WACASH_Buckhorn_I,4
Buckhorn,WACASH,5330,1146,9.5,intolerant,WACASH_Buckhorn_I,5
Buckhorn,WACASH,5355,1147,9.4,intolerant,WACASH_Buckhorn_I,6
Buckhorn,WACASH,2060,5042,9.9,intolerant,WACASH_Buckhorn_I,7
Buckhorn,WACASH,363,1146,10,intolerant,WACASH_Buckhorn_I,8
Buckhorn,WACASH,2208,5122,9.5,intolerant,WACASH_Buckhorn_I,9
Buckhorn,WACASH,7092,5202,9.4,intolerant,WACASH_Buckhorn_I,10
Buckhorn,ORSISH,1568,3133,6.9,intolerant,ORSISH_Buckhorn_I,1
Buckhorn,ORSISH,637,1167,9,intolerant,ORSISH_Buckhorn_I,2
Buckhorn,ORSISH,1623,3134,9.3,intolerant,ORSISH_Buckhorn_I,3
Buckhorn,ORSISH,714,1171,9.2,intolerant,ORSISH_Buckhorn_I,4
Buckhorn,ORSISH,5691,1171,9.2,intolerant,ORSISH_Buckhorn_I,5
Buckhorn,ORSISH,5636,1170,10.5,intolerant,ORSISH_Buckhorn_I,6
Buckhorn,ORSISH,2393,6004,9.4,intolerant,ORSISH_Buckhorn_I,7
Buckhorn,ORSISH,5705,1171,9.3,intolerant,ORSISH_Buckhorn_I,8
Buckhorn,ORSISH,6635,3297,9.4,intolerant,ORSISH_Buckhorn_I,9
Buckhorn,ORSISL,1470,3094,7,intolerant,ORSISL_Buckhorn_I,1
Buckhorn,ORSISL,6157,3076,7.5,intolerant,ORSISL_Buckhorn_I,2
Buckhorn,ORSISL,1396,3082,9.6,intolerant,ORSISL_Buckhorn_I,3
Buckhorn,ORSISL,1528,3095,9.1,intolerant,ORSISL_Buckhorn_I,4
Buckhorn,ORSISL,1554,3095,9.3,intolerant,ORSISL_Buckhorn_I,5
Buckhorn,ORSISL,6644,3306,9,intolerant,ORSISL_Buckhorn_I,6
Buckhorn,ORSISL,1413,3083,9.5,intolerant,ORSISL_Buckhorn_I,7
Buckhorn,ORSISL,1393,3082,10,intolerant,ORSISL_Buckhorn_I,8
Buckhorn,ORSISL,6175,3077,9.3,intolerant,ORSISL_Buckhorn_I,9
Buckhorn,ORSISL,1835,3285,9.2,intolerant,ORSISL_Buckhorn_I,10
Buckhorn,ORCSTN,7256,6019,9.2,intolerant,ORCSTN_Buckhorn_I,1
Buckhorn,ORCSTN,2576,6021,9.6,intolerant,ORCSTN_Buckhorn_I,2
Buckhorn,ORCSTN,7199,6016,9.5,intolerant,ORCSTN_Buckhorn_I,3
Buckhorn,ORCSTN,4352,8046,9.6,intolerant,ORCSTN_Buckhorn_I,4
Buckhorn,ORCSTN,1669,3147,9.4,intolerant,ORCSTN_Buckhorn_I,5
Buckhorn,ORCSTN,8967,8524,9.8,intolerant,ORCSTN_Buckhorn_I,6
Buckhorn,ORCSTN,7206,6016,10.1,intolerant,ORCSTN_Buckhorn_I,7
Buckhorn,ORCSTN,7249,6019,9.7,intolerant,ORCSTN_Buckhorn_I,8
Buckhorn,ORCSTN,4312,8045,10.1,intolerant,ORCSTN_Buckhorn_I,9
Buckhorn,ORCSTN,9004,8525,10.4,intolerant,ORCSTN_Buckhorn_I,10
Buckhorn,ORCSTS,2720,6058,9.2,intolerant,ORCSTS_Buckhorn_I,1
Buckhorn,ORCSTS,2648,6048,9.2,intolerant,ORCSTS_Buckhorn_I,2
Buckhorn,ORCSTS,9376,8552,9.6,intolerant,ORCSTS_Buckhorn_I,3
Buckhorn,ORCSTS,7430,6058,9.2,intolerant,ORCSTS_Buckhorn_I,4
Buckhorn,ORCSTS,4794,8551,9.4,intolerant,ORCSTS_Buckhorn_I,5
Buckhorn,ORCSTS,2702,6050,9.3,intolerant,ORCSTS_Buckhorn_I,6
Buckhorn,ORCSTS,7460,6058,9.8,intolerant,ORCSTS_Buckhorn_I,7
Buckhorn,ORCSTS,4804,8551,9.8,intolerant,ORCSTS_Buckhorn_I,8
Buckhorn,ORCSTS,4485,8528,9.9,intolerant,ORCSTS_Buckhorn_I,9
Buckhorn,ORCSTS,2623,6048,10.3,intolerant,ORCSTS_Buckhorn_I,10
Buckhorn,CAKLA,7580,7005,7,intolerant,CAKLA_Buckhorn_I,1
Buckhorn,CAKLA,7505,7004,7.3,intolerant,CAKLA_Buckhorn_I,2
Buckhorn,CAKLA,7709,7010,8.7,intolerant,CAKLA_Buckhorn_I,3
Buckhorn,CAKLA,3052,7034,9.2,intolerant,CAKLA_Buckhorn_I,4
Buckhorn,CAKLA,3154,7036,10.2,intolerant,CAKLA_Buckhorn_I,5
Buckhorn,CAKLA,3096,7035,9.3,intolerant,CAKLA_Buckhorn_I,6
Buckhorn,CAKLA,7834,7036,10.8,intolerant,CAKLA_Buckhorn_I,7
Buckhorn,WACST,9201,8542,9.6,intolerant,WACST_Buckhorn_I,1
Buckhorn,WACST,4145,8025,7,intolerant,WACST_Buckhorn_I,2
Buckhorn,WACST,8775,8026,9.8,intolerant,WACST_Buckhorn_I,3
Buckhorn,WACST,4259,8028,9.6,intolerant,WACST_Buckhorn_I,4
Buckhorn,WACST,4636,8541,9.9,intolerant,WACST_Buckhorn_I,5
Buckhorn,WACST,8346,7205,10.1,intolerant,WACST_Buckhorn_I,6
Buckhorn,WACST,4217,8027,10.1,intolerant,WACST_Buckhorn_I,7
Buckhorn,WACST,8318,7202,10,intolerant,WACST_Buckhorn_I,8
Buckhorn,WACST,8414,7206,10.7,intolerant,WACST_Buckhorn_I,9
Buckhorn,WACST,8366,7205,10.7,intolerant,WACST_Buckhorn_I,10
Buckhorn,CACST,8665,7811,6.9,intolerant,CACST_Buckhorn_I,1
Buckhorn,CACST,3941,7808,7,intolerant,CACST_Buckhorn_I,2
Buckhorn,CACST,3824,7802,9.1,intolerant,CACST_Buckhorn_I,3
Buckhorn,CACST,8475,7802,9.1,intolerant,CACST_Buckhorn_I,4
Buckhorn,CACST,8513,7806,9.4,intolerant,CACST_Buckhorn_I,5
Buckhorn,CACST,4085,7817,9.5,intolerant,CACST_Buckhorn_I,6
Buckhorn,CACST,3784,7801,9.4,intolerant,CACST_Buckhorn_I,7
Buckhorn,CACST,3899,7807,9.1,intolerant,CACST_Buckhorn_I,8
Buckhorn,CACST,8617,7809,9.8,intolerant,CACST_Buckhorn_I,9
Buckhorn,CACST,8563,7808,9.7,intolerant,CACST_Buckhorn_I,10
Sodas,ORCASL,5012,1026,9.2,intolerant,ORCASL_Sodas_I,1
Sodas,ORCASL,5175,1038,10.3,intolerant,ORCASL_Sodas_I,2
Sodas,ORCASL,5980,3028,10.4,intolerant,ORCASL_Sodas_I,3
Sodas,ORCASL,5751,1199,10.5,intolerant,ORCASL_Sodas_I,4
Sodas,ORCASL,1233,3054,10.4,intolerant,ORCASL_Sodas_I,5
Sodas,ORCASL,5048,1027,10.8,intolerant,ORCASL_Sodas_I,6
Sodas,ORCASL,6077,3053,10.8,intolerant,ORCASL_Sodas_I,7
Sodas,ORCASL,5998,3028,10.7,intolerant,ORCASL_Sodas_I,8
Sodas,ORCASL,1202,3053,11,intolerant,ORCASL_Sodas_I,9
Sodas,ORCASL,52,1027,11,intolerant,ORCASL_Sodas_I,10
Sodas,ORCASH,5968,3014,8.6,intolerant,ORCASH_Sodas_I,1
Sodas,ORCASH,5871,2028,7.7,intolerant,ORCASH_Sodas_I,2
