Site_name,REGION,TAG,FAMILY,index,pool_type,pool_name,priority
Floras,ORCSTS,4829,8552,13.1,tolerant,ORCSTS_Floras_T,6
Floras,ORCSTS,6512,3180,13.1,tolerant,ORCSTS_Floras_T,7
Floras,ORCSTS,9359,8552,13.1,tolerant,ORCSTS_Floras_T,8
Floras,ORCSTS,2723,6058,13,tolerant,ORCSTS_Floras_T,9
Floras,ORCSTS,6527,3180,12.8,tolerant,ORCSTS_Floras_T,10
Floras,CAKLA,7607,7007,10.7,tolerant,CAKLA_Floras_T,1
Floras,CAKLA,7877,7037,13,tolerant,CAKLA_Floras_T,2
Floras,CAKLA,2944,7008,10.2,tolerant,CAKLA_Floras_T,3
Floras,CAKLA,7785,7035,12.3,tolerant,CAKLA_Floras_T,4
Floras,CAKLA,3049,7010,11.9,tolerant,CAKLA_Floras_T,5
Floras,CAKLA,7755,7034,11.7,tolerant,CAKLA_Floras_T,6
Floras,CAKLA,2984,7009,10.7,tolerant,CAKLA_Floras_T,7
Floras,CAKLA,7561,7005,10.4,tolerant,CAKLA_Floras_T,8
Floras,CAKLA,2819,7004,9.8,tolerant,CAKLA_Floras_T,9
Floras,CAKLA,7713,7010,9.9,tolerant,CAKLA_Floras_T,10
Floras,WACST,8821,8027,11,tolerant,WACST_Floras_T,1
Floras,WACST,4168,8026,12.8,tolerant,WACST_Floras_T,2
Floras,WACST,8274,7201,10.6,tolerant,WACST_Floras_T,3
Floras,WACST,9178,8541,10.9,tolerant,WACST_Floras_T,4
Floras,WACST,3738,7206,11,tolerant,WACST_Floras_T,5
Floras,WACST,8317,7202,10.5,tolerant,WACST_Floras_T,6
Floras,WACST,3712,7205,10.6,tolerant,WACST_Floras_T,7
Floras,WACST,3643,7202,10.4,tolerant,WACST_Floras_T,8
Floras,WACST,4671,8542,10.3,tolerant,WACST_Floras_T,9
Floras,WACST,8340,7205,10.5,tolerant,WACST_Floras_T,10
Floras,CACST,3964,7809,12.8,tolerant,CACST_Floras_T,1
Floras,CACST,8520,7807,12.3,tolerant,CACST_Floras_T,2
Floras,CACST,4044,7811,12,tolerant,CACST_Floras_T,3
Floras,CACST,3993,7809,11.3,tolerant,CACST_Floras_T,4
Floras,CACST,8623,7810,11,tolerant,CACST_Floras_T,5
Floras,CACST,8711,7817,10.1,tolerant,CACST_Floras_T,6
Floras,CACST,8498,7806,10,tolerant,CACST_Floras_T,7
Floras,CACST,3810,7802,13.1,tolerant,CACST_Floras_T,8
Floras,CACST,3920,7808,11.3,tolerant,CACST_Floras_T,9
Floras,CACST,3992,7809,11.1,tolerant,CACST_Floras_T,10
