TAG,CL,CD,NS,NR,SS,SR,SRT,PLT,TAG,Site_name,REGION,,,,,,,
5205,2,4,0,0,0,0,3,17,5205,Evans,ORCASL,,,,,,,
5718,1,4,0,0,0,0,2.9,17,5718,Evans,ORCASL,,,,,,,
5775,1,4,0,0,0,0,3,17,5775,Evans,ORCASL,,,,,,,
5981,1,4,0,0,0,0,3,17,5981,Evans,ORCASL,,,,,,,
6053,2,4,0,0,0,0,3,17,6053,Evans,ORCASL,,,,,,,
6117,2,4,0,0,0,0,2.9,17,6117,Evans,ORCASL,,,,,,,
3637,1,4,0,0,0,0,3,18,3637,Evans,WACST,,,,,,,
3663,1,4,0,0,0,0,3,18,3663,Evans,WACST,,,,,,,
3686,2,4,0,0,0,0,3,18,3686,Evans,WACST,,,,,,,
4152,3,3,0,0,0,0,2.1,18,4152,Evans,WACST,,,,,,,
4179,1,4,0,0,0,0,3,18,4179,Evans,WACST,,,,,,,
4224,1,4,0,0,0,0,3,18,4224,Evans,WACST,,,,,,,
4267,1,4,0,0,0,0,3,18,4267,Evans,WACST,,,,,,,
4627,1,3,0,0,0,0,3,18,4627,Evans,WACST,,,,,,,
4675,1,4,0,0,0,0,3,18,4675,Evans,WACST,,,,,,,
8287,1,4,0,0,0,0,3,18,8287,Evans,WACST,,,,,,,
8322,1,3,0,0,0,0,3,18,8322,Evans,WACST,,,,,,,
8360,1,4,0,0,0,0,3,18,8360,Evans,WACST,,,,,,,
8376,1,3,0,0,0,0,3,18,8376,Evans,WACST,,,,,,,
8380,1,4,0,0,0,0,3,18,8380,Evans,WACST,,,,,,,
8762,2,4,0,0,0,0,2.8,18,8762,Evans,WACST,,,,,,,
8781,2,3,0,0,0,0,3,18,8781,Evans,WACST,,,,,,,
8831,2,4,0,0,0,0,3,18,8831,Evans,WACST,,,,,,,
8871,1,4,0,0,0,0,3,18,8871,Evans,WACST,,,,,,,
9188,1,4,0,0,0,0,3,18,9188,Evans,WACST,,,,,,,
9212,1,4,0,0,0,0,3,18,9212,Evans,WACST,,,,,,,
249,1,3,0,0,0,0,3,19,249,Evans,WACASL,,,,,,,
284,2,3,0,0,0,0,3,19,284,Evans,WACASL,,,,,,,
414,1,4,0,0,0,0,3,19,414,Evans,WACASL,,,,,,,
464,1,4,0,0,0,0,3,19,464,Evans,WACASL,,,,,,,
2123,1,4,0,0,0,0,3,19,2123,Evans,WACASL,,,,,,,
2175,2,3,0,1,0,1,2.5,19,2175,Evans,WACASL,,,,,,,
4539,1,4,0,0,0,0,3,19,4539,Evans,WACASL,,,,,,,
4570,1,4,0,0,0,0,3,19,4570,Evans,WACASL,,,,,,,
4703,1,4,0,0,0,0,3,19,4703,Evans,WACASL,,,,,,,
4756,1,3,0,0,0,0,3,19,4756,Evans,WACASL,,,,,,,
5245,1,4,0,0,0,0,3,19,5245,Evans,WACASL,,,,,,,
5294,2,4,0,0,0,0,3,19,5294,Evans,WACASL,,,,,,,
5416,1,4,0,0,0,0,3,19,5416,Evans,WACASL,,,,,,,
5439,1,4,0,0,0,0,3,19,5439,Evans,WACASL,,,,,,,
6887,1,4,0,0,0,0,3,19,6887,Evans,WACASL,,,,,,,
6913,1,4,0,0,0,0,3,19,6913,Evans,WACASL,,,,,,,
9079,1,4,0,0,0,0,3,19,9079,Evans,WACASL,,,,,,,
9137,1,3,0,0,0,0,3.2,19,9137,Evans,WACASL,,,,,,,
9263,2,4,0,0,0,0,3,19,9263,Evans,WACASL,,,,,,,
9299,2,3,0,0,0,0,3,19,9299,Evans,WACASL,,,,,,,
579,3,3,0,0,0,0,2.3,20,579,Evans,ORSISH,,,,,,,
596,2,4,0,0,0,0,2.7,20,596,Evans,ORSISH,,,,,,,
636,1,4,0,0,0,0,3,20,636,Evans,ORSISH,,,,,,,
684,1,4,0,0,0,0,3,20,684,Evans,ORSISH,,,,,,,
720,2,4,0,0,0,0,3,20,720,Evans,ORSISH,,,,,,,
1591,2,3,0,1,0,1,2.8,20,1591,Evans,ORSISH,,,,,,,
1638,1,4,0,0,0,0,3,20,1638,Evans,ORSISH,,,,,,,
2365,2,2,0,0,0,0,2,20,2365,Evans,ORSISH,,,,,,,
2405,1,4,0,0,0,0,2.7,20,2405,Evans,ORSISH,,,,,,,
2446,2,4,0,0,0,0,3,20,2446,Evans,ORSISH,,,,,,,
5571,1,4,0,0,0,0,3,20,5571,Evans,ORSISH,,,,,,,
5596,2,3,0,0,0,0,3,20,5596,Evans,ORSISH,,,,,,,
5633,2,3,0,0,0,0,3,20,5633,Evans,ORSISH,,,,,,,
5704,1,4,0,0,0,0,3,20,5704,Evans,ORSISH,,,,,,,
6359,1,4,0,0,0,0,3,20,6359,Evans,ORSISH,,,,,,,
6417,1,3,0,0,0,0,2.9,20,6417,Evans,ORSISH,,,,,,,
7123,1,4,0,0,0,0,2.4,20,7123,Evans,ORSISH,,,,,,,
7164,1,4,0,0,0,0,3,20,7164,Evans,ORSISH,,,,,,,
12999,2,4,0,0,0,0,3,20,12999,Evans,ORSISH,,,,,,,
13000,1,4,0,0,0,0,3,20,13000,Evans,ORSISH,,,,,,,
345,1,3,0,0,0,0,3,21,345,Evans,WACASH,,,,,,,
406,2,4,0,0,0,0,3,21,406,Evans,WACASH,,,,,,,
505,1,4,0,0,0,0,3,21,505,Evans,WACASH,,,,,,,
536,1,4,0,0,0,0,2.8,21,536,Evans,WACASH,,,,,,,
2042,1,4,0,0,0,0,3,21,2042,Evans,WACASH,,,,,,,
2088,2,4,0,0,0,0,3,21,2088,Evans,WACASH,,,,,,,
2192,2,3,0,0,0,0,3,21,2192,Evans,WACASH,,,,,,,
2242,1,3,0,0,0,0,2,21,2242,Evans,WACASH,,,,,,,
2276,1,4,0,0,0,0,3,21,2276,Evans,WACASH,,,,,,,
2346,2,3,0,0,0,0,2,21,2346,Evans,WACASH,,,,,,,
5349,2,3,0,0,0,0,3,21,5349,Evans,WACASH,,,,,,,
5363,3,2,0,0,0,0,2.5,21,5363,Evans,WACASH,,,,,,,
5494,1,4,0,0,0,0,3,21,5494,Evans,WACASH,,,,,,,
5530,1,4,0,0,0,0,3,21,5530,Evans,WACASH,,,,,,,
6807,2,4,0,0,0,0,3,21,6807,Evans,WACASH,,,,,,,
6848,1,4,0,0,0,0,3,21,6848,Evans,WACASH,,,,,,,
6970,1,4,0,0,0,0,2.8,21,6970,Evans,WACASH,,,,,,,
6996,2,3,0,0,0,0,3,21,6996,Evans,WACASH,,,,,,,
7029,1,4,0,0,0,0,3,21,7029,Evans,WACASH,,,,,,,
7068,2,3,0,0,0,0,3,21,7068,Evans,WACASH,,,,,,,
1273,2,3,0,0,0,0,3,22,1273,Evans,ORSISL,,,,,,,
1333,2,4,0,0,0,0,3,22,1333,Evans,ORSISL,,,,,,,
1354,2,3,0,0,0,0,2.8,22,1354,Evans,ORSISL,,,,,,,
1384,1,3,0,0,0,0,2,22,1384,Evans,ORSISL,,,,,,,
1418,2,3,0,0,0,0,2.2,22,1418,Evans,ORSISL,,,,,,,
1442,2,4,0,0,0,0,3,22,1442,Evans,ORSISL,,,,,,,
1468,1,4,0,0,0,0,3,22,1468,Evans,ORSISL,,,,,,,
1513,1,4,0,0,0,0,3,22,1513,Evans,ORSISL,,,,,,,
1812,1,4,0,0,0,0,3,22,1812,Evans,ORSISL,,,,,,,
1870,1,4,0,0,0,0,3,22,1870,Evans,ORSISL,,,,,,,
6153,1,3,0,0,0,0,3,22,6153,Evans,ORSISL,,,,,,,
6199,2,4,0,0,0,0,3,22,6199,Evans,ORSISL,,,,,,,
6222,1,4,0,0,0,0,3,22,6222,Evans,ORSISL,,,,,,,
6266,1,4,0,0,0,0,2.9,22,6266,Evans,ORSISL,,,,,,,
6300,1,4,0,0,0,0,3,22,6300,Evans,ORSISL,,,,,,,
6323,1,4,0,0,0,0,3,22,6323,Evans,ORSISL,,,,,,,
6590,1,4,0,0,0,0,3,22,6590,Evans,ORSISL,,,,,,,
6659,,,,,,,,22,6659,Evans,ORSISL,,,,,,,
31542,1,4,0,0,0,0,3,22,31542,Evans,ORSISL,,,,,,,
31562,1,4,0,0,0,0,2.8,22,31562,Evans,ORSISL,,,,,,,
3807,1,4,0,0,0,0,2.5,23,3807,Evans,CACST,,,,,,,
3832,1,4,0,0,0,0,2.7,23,3832,Evans,CACST,,,,,,,
3873,1,4,0,0,0,0,3,23,3873,Evans,CACST,,,,,,,
3913,1,4,0,0,0,0,3,23,3913,Evans,CACST,,,,,,,
3955,2,4,0,0,0,0,3,23,3955,Evans,CACST,,,,,,,
4013,2,3,0,0,0,0,2.4,23,4013,Evans,CACST,,,,,,,
4045,2,3,0,1,0,1,1.7,23,4045,Evans,CACST,,,,,,,
4065,2,3,0,0,0,0,2.3,23,4065,Evans,CACST,,,,,,,
4100,1,4,0,0,0,0,2.7,23,4100,Evans,CACST,,,,,,,
8426,1,4,0,0,0,0,3,23,8426,Evans,CACST,,,,,,,
8504,1,4,0,0,0,0,2.1,23,8504,Evans,CACST,,,,,,,
8535,1,4,0,0,0,0,3,23,8535,Evans,CACST,,,,,,,
8579,1,4,0,0,0,0,2.8,23,8579,Evans,CACST,,,,,,,
8618,1,4,0,0,0,1,3,23,8618,Evans,CACST,,,,,,,
8625,1,4,0,0,0,0,3,23,8625,Evans,CACST,,,,,,,
8704,1,4,0,0,0,0,2.6,23,8704,Evans,CACST,,,,,,,
8721,1,4,0,0,0,0,2.8,23,8721,Evans,CACST,,,,,,,
32775,1,3,,,,,2.8,23,32775,Evans,CACST,,,,,,,
32794,2,3,0,0,0,0,3,23,32794,Evans,CACST,,,,,,,
33161,1,3,0,0,0,0,3,23,33161,Evans,CACST,,,,,,,
118,1,4,0,0,0,0,3,24,118,Evans,ORCASH,,,,,,,
844,1,4,0,0,0,0,3,24,844,Evans,ORCASH,,,,,,,
891,1,3,0,0,0,0,3,24,891,Evans,ORCASH,,,,,,,
945,1,4,0,0,0,0,3,24,945,Evans,ORCASH,,,,,,,
1022,1,4,0,0,0,0,3,24,1022,Evans,ORCASH,,,,,,,
1065,1,4,0,0,0,0,3,24,1065,Evans,ORCASH,,,,,,,
1082,2,4,0,0,0,0,3,24,1082,Evans,ORCASH,,,,,,,
1906,1,3,0,0,0,0,3,24,1906,Evans,ORCASH,,,,,,,
1950,1,4,0,0,0,0,3,24,1950,Evans,ORCASH,,,,,,,
2006,2,3,0,0,0,0,2.5,24,2006,Evans,ORCASH,,,,,,,
5082,2,3,0,0,0,0,3,24,5082,Evans,ORCASH,,,,,,,
5131,2,4,0,0,0,0,3,24,5131,Evans,ORCASH,,,,,,,
5816,1,4,0,0,0,0,3,24,5816,Evans,ORCASH,,,,,,,
5861,2,4,0,0,0,0,2.3,24,5861,Evans,ORCASH,,,,,,,
5893,2,3,0,0,0,0,3,24,5893,Evans,ORCASH,,,,,,,
5932,2,4,0,0,0,0,3,24,5932,Evans,ORCASH,,,,,,,
5961,1,4,0,0,0,0,3,24,5961,Evans,ORCASH,,,,,,,
6694,1,4,0,0,0,0,3,24,6694,Evans,ORCASH,,,,,,,
6752,1,4,0,0,0,0,3,24,6752,Evans,ORCASH,,,,,,,
6779,,,,,,,,24,6779,Evans,ORCASH,,,,,,,
248,1,4,0,0,0,0,2.8,25,248,Evans,WACASL,,,,,,,
304,2,4,0,0,0,0,2.8,25,304,Evans,WACASL,,,,,,,
420,1,4,0,0,0,0,3,25,420,Evans,WACASL,,,,,,,
480,1,3,0,0,0,0,2.4,25,480,Evans,WACASL,,,,,,,
2125,2,4,0,0,0,0,3,25,2125,Evans,WACASL,,,,,,,
2180,1,4,0,0,0,0,3,25,2180,Evans,WACASL,,,,,,,
4556,,,,,,,,25,4556,Evans,WACASL,,,,,,,
4569,2,4,0,0,0,0,3,25,4569,Evans,WACASL,,,,,,,
4705,2,4,0,0,0,0,2.9,25,4705,Evans,WACASL,,,,,,,
4722,1,4,0,0,0,0,3,25,4722,Evans,WACASL,,,,,,,
4751,1,4,0,0,0,0,2.9,25,4751,Evans,WACASL,,,,,,,
5301,1,3,0,0,0,0,3,25,5301,Evans,WACASL,,,,,,,
5396,2,4,0,0,0,0,3,25,5396,Evans,WACASL,,,,,,,
5463,2,4,0,0,0,0,2,25,5463,Evans,WACASL,,,,,,,
6902,2,4,0,0,0,0,2.9,25,6902,Evans,WACASL,,,,,,,
6944,1,4,0,0,0,0,2.8,25,6944,Evans,WACASL,,,,,,,
9108,1,4,0,0,0,0,3,25,9108,Evans,WACASL,,,,,,,
9132,1,4,0,0,0,0,2.4,25,9132,Evans,WACASL,,,,,,,
9253,2,4,0,0,0,0,3.2,25,9253,Evans,WACASL,,,,,,,
9298,1,4,0,0,0,0,3,25,9298,Evans,WACASL,,,,,,,
3617,1,4,0,0,0,0,3,26,3617,Evans,WACST,,,,,,,
3646,,,,,,,,26,3646,Evans,WACST,,,,,,,
3702,1,4,0,0,0,0,3,26,3702,Evans,WACST,,,,,,,
3730,3,1,0,0,0,0,0.9,26,3730,Evans,WACST,,,,,,,
4121,,,,,,,,26,4121,Evans,WACST,,,,,,,
4175,1,4,0,0,0,0,2,26,4175,Evans,WACST,,,,,,,
4205,1,4,0,0,0,0,3,26,4205,Evans,WACST,,,,,,,
4275,1,4,0,0,0,0,3,26,4275,Evans,WACST,,,,,,,
4621,1,4,0,0,0,0,3,26,4621,Evans,WACST,,,,,,,
4676,1,4,0,0,0,0,3,26,4676,Evans,WACST,,,,,,,
8279,1,3,0,0,0,0,2.9,26,8279,Evans,WACST,,,,,,,
8305,1,4,0,0,0,0,2.8,26,8305,Evans,WACST,,,,,,,
8354,1,4,0,0,0,0,3,26,8354,Evans,WACST,,,,,,,
8389,1,4,0,0,0,0,2.8,26,8389,Evans,WACST,,,,,,,
8743,1,4,0,0,0,0,3,26,8743,Evans,WACST,,,,,,,
8796,2,4,0,0,0,0,3,26,8796,Evans,WACST,,,,,,,
8809,2,4,0,0,0,0,2.5,26,8809,Evans,WACST,,,,,,,
8877,1,4,0,0,0,0,3,26,8877,Evans,WACST,,,,,,,
9174,1,4,0,0,0,0,2.7,26,9174,Evans,WACST,,,,,,,
9226,1,4,0,0,0,0,3,26,9226,Evans,WACST,,,,,,,
576,1,4,0,0,0,0,2.6,27,576,Evans,ORSISH,,,,,,,
625,1,4,0,0,0,0,2.8,27,625,Evans,ORSISH,,,,,,,
667,2,4,0,0,0,0,2.9,27,667,Evans,ORSISH,,,,,,,
713,1,4,0,0,0,0,3,27,713,Evans,ORSISH,,,,,,,
1576,1,4,0,0,0,0,2.8,27,1576,Evans,ORSISH,,,,,,,
1626,1,4,0,0,0,0,2.9,27,1626,Evans,ORSISH,,,,,,,
1629,,,,,,,,27,1629,Evans,ORSISH,,,,,,,
1861,1,4,0,0,0,0,2.5,27,1861,Evans,ORSISH,,,,,,,
2390,1,4,0,0,0,0,2.4,27,2390,Evans,ORSISH,,,,,,,
2412,1,4,0,0,0,0,2.8,27,2412,Evans,ORSISH,,,,,,,
5581,2,3,0,0,0,0,3,27,5581,Evans,ORSISH,,,,,,,
5599,1,4,0,0,0,0,2.7,27,5599,Evans,ORSISH,,,,,,,
5651,1,4,0,0,0,0,2.7,27,5651,Evans,ORSISH,,,,,,,
5706,1,4,0,0,0,0,2.7,27,5706,Evans,ORSISH,,,,,,,
6376,1,4,0,0,0,0,2.6,27,6376,Evans,ORSISH,,,,,,,
6409,,,,,,,,27,6409,Evans,ORSISH,,,,,,,
6621,1,4,0,0,0,0,3,27,6621,Evans,ORSISH,,,,,,,
7138,1,4,0,0,0,0,2.9,27,7138,Evans,ORSISH,,,,,,,
7146,,,,,,,,27,7146,Evans,ORSISH,,,,,,,
7150,,,,,,,,27,7150,Evans,ORSISH,,,,,,,
3767,1,4,0,0,0,1,3,28,3767,Evans,CACST,,,,,,,
3804,1,3,0,1,0,1,2,28,3804,Evans,CACST,,,,,,,
3853,1,3,0,1,0,2,1.5,28,3853,Evans,CACST,,,,,,,
3881,1,3,0,0,0,2,1.3,28,3881,Evans,CACST,,,,,,,
3933,2,3,0,2,0,2,2,28,3933,Evans,CACST,,,,,,,
3957,2,2,0,1,0,1,1.8,28,3957,Evans,CACST,,,,,,,
4002,1,3,0,1,0,2,1.8,28,4002,Evans,CACST,,,,,,,
4037,2,4,0,2,0,2,1.6,28,4037,Evans,CACST,,,,,,,
4081,1,3,0,2,0,2,1.9,28,4081,Evans,CACST,,,,,,,
8435,1,4,0,0,0,1,2.6,28,8435,Evans,CACST,,,,,,,
8499,1,4,0,0,0,1,2.9,28,8499,Evans,CACST,,,,,,,
8534,2,3,0,2,0,2,1.5,28,8534,Evans,CACST,,,,,,,
8552,1,3,0,0,0,0,2.3,28,8552,Evans,CACST,,,,,,,
8583,1,4,0,0,0,0,2,28,8583,Evans,CACST,,,,,,,
8606,2,3,0,2,0,2,2.5,28,8606,Evans,CACST,,,,,,,
8642,1,4,0,0,0,0,3,28,8642,Evans,CACST,,,,,,,
8681,1,3,0,0,0,0,2,28,8681,Evans,CACST,,,,,,,
32961,1,3,0,0,0,0,2.5,28,32961,Evans,CACST,,,,,,,
32964,1,3,0,0,0,1,2.2,28,32964,Evans,CACST,,,,,,,
33164,2,4,0,1,0,1,2.6,28,33164,Evans,CACST,,,,,,,
105,2,4,0,0,0,0,2.7,29,105,Evans,ORCASH,,,,,,,
148,1,4,0,0,0,0,2.8,29,148,Evans,ORCASH,,,,,,,
863,1,4,0,0,0,0,2.7,29,863,Evans,ORCASH,,,,,,,
877,1,4,0,0,0,0,3,29,877,Evans,ORCASH,,,,,,,
893,2,4,0,0,0,0,2.7,29,893,Evans,ORCASH,,,,,,,
955,1,4,0,0,0,0,3,29,955,Evans,ORCASH,,,,,,,
1004,1,3,0,0,0,0,2.9,29,1004,Evans,ORCASH,,,,,,,
1072,2,4,0,0,0,0,2.9,29,1072,Evans,ORCASH,,,,,,,
1936,1,3,0,0,0,0,2.8,29,1936,Evans,ORCASH,,,,,,,
1967,1,4,0,0,0,0,3,29,1967,Evans,ORCASH,,,,,,,
1991,2,4,0,0,0,0,2.7,29,1991,Evans,ORCASH,,,,,,,
5098,2,4,0,0,0,0,3,29,5098,Evans,ORCASH,,,,,,,
5128,2,3,0,2,0,2,1.8,29,5128,Evans,ORCASH,,,,,,,
5805,2,4,0,0,0,0,3,29,5805,Evans,ORCASH,,,,,,,
5898,2,3,0,0,0,0,3,29,5898,Evans,ORCASH,,,,,,,
5914,1,3,0,0,0,0,2.6,29,5914,Evans,ORCASH,,,,,,,
5972,2,4,0,0,0,0,3,29,5972,Evans,ORCASH,,,,,,,
6707,2,4,0,0,0,0,2.7,29,6707,Evans,ORCASH,,,,,,,
6743,1,4,0,0,0,0,2.7,29,6743,Evans,ORCASH,,,,,,,
6766,1,4,0,0,0,0,2.8,29,6766,Evans,ORCASH,,,,,,,
1651,1,4,0,0,0,0,2.9,30,1651,Evans,ORCSTN,,,,,,,
1693,2,4,0,0,0,0,3,30,1693,Evans,ORCSTN,,,,,,,
2476,1,4,0,0,0,0,2.4,30,2476,Evans,ORCSTN,,,,,,,
2520,1,4,0,0,0,0,3,30,2520,Evans,ORCSTN,,,,,,,
2557,1,4,0,0,0,0,2.7,30,2557,Evans,ORCSTN,,,,,,,
2593,1,4,0,0,0,0,2.7,30,2593,Evans,ORCSTN,,,,,,,
4298,1,4,0,0,0,0,3,30,4298,Evans,ORCSTN,,,,,,,
4332,2,4,0,0,0,0,3,30,4332,Evans,ORCSTN,,,,,,,
4376,2,4,0,0,0,0,2.8,30,4376,Evans,ORCSTN,,,,,,,
4422,2,3,0,0,0,0,2.3,30,4422,Evans,ORCSTN,,,,,,,
6453,2,4,0,0,0,0,2.8,30,6453,Evans,ORCSTN,,,,,,,
6484,1,3,0,0,0,0,2.8,30,6484,Evans,ORCSTN,,,,,,,
7205,1,4,0,0,0,0,3,30,7205,Evans,ORCSTN,,,,,,,
7242,1,4,0,0,0,0,2.6,30,7242,Evans,ORCSTN,,,,,,,
7279,2,3,0,0,0,0,2,30,7279,Evans,ORCSTN,,,,,,,
7323,1,4,0,0,0,0,3,30,7323,Evans,ORCSTN,,,,,,,
8906,1,4,0,,0,0,2.8,30,8906,Evans,ORCSTN,,,,,,,
8935,1,4,0,0,0,0,3,30,8935,Evans,ORCSTN,,,,,,,
8969,1,4,0,0,0,0,3,30,8969,Evans,ORCSTN,,,,,,,
9008,1,4,0,0,0,0,3,30,9008,Evans,ORCSTN,,,,,,,
3248,1,4,0,0,0,0,2.7,31,3248,Evans,CASIERRA,,,,,,,
3252,1,4,0,0,0,0,3,31,3252,Evans,CASIERRA,,,,,,,
3272,1,4,0,0,0,0,2.7,31,3272,Evans,CASIERRA,,,,,,,
3308,1,4,0,0,0,0,2.9,31,3308,Evans,CASIERRA,,,,,,,
3350,1,4,0,0,0,0,2.6,31,3350,Evans,CASIERRA,,,,,,,
3403,3,2,0,0,0,0,1.3,31,3403,Evans,CASIERRA,,,,,,,
3430,2,4,0,0,0,0,2.8,31,3430,Evans,CASIERRA,,,,,,,
3452,2,4,0,0,0,0,2.4,31,3452,Evans,CASIERRA,,,,,,,
3508,1,4,0,0,0,0,3,31,3508,Evans,CASIERRA,,,,,,,
3524,1,4,0,0,0,0,3,31,3524,Evans,CASIERRA,,,,,,,
3568,1,4,0,1,0,1,2.6,31,3568,Evans,CASIERRA,,,,,,,
7906,1,4,0,0,0,0,3,31,7906,Evans,CASIERRA,,,,,,,
7970,1,4,0,0,0,0,2.7,31,7970,Evans,CASIERRA,,,,,,,
8003,1,4,0,0,0,0,3,31,8003,Evans,CASIERRA,,,,,,,
8025,1,4,0,0,0,0,2.8,31,8025,Evans,CASIERRA,,,,,,,
8066,1,4,0,0,0,0,2.6,31,8066,Evans,CASIERRA,,,,,,,
8094,1,4,0,0,0,0,2.6,31,8094,Evans,CASIERRA,,,,,,,
8140,1,4,0,0,0,0,3,31,8140,Evans,CASIERRA,,,,,,,
8186,1,4,0,0,0,0,2.7,31,8186,Evans,CASIERRA,,,,,,,
8234,1,4,0,0,0,0,2.5,31,8234,Evans,CASIERRA,,,,,,,
1277,1,4,0,0,0,0,2.6,32,1277,Evans,ORSISL,,,,,,,
1319,1,4,0,0,0,0,2.8,32,1319,Evans,ORSISL,,,,,,,
1370,1,4,0,0,0,0,3,32,1370,Evans,ORSISL,,,,,,,
1435,1,4,0,0,0,0,2.8,32,1435,Evans,ORSISL,,,,,,,
1455,1,4,0,0,0,0,3,32,1455,Evans,ORSISL,,,,,,,
1495,1,4,0,0,0,0,2.6,32,1495,Evans,ORSISL,,,,,,,
1542,2,2,0,0,0,0,2.3,32,1542,Evans,ORSISL,,,,,,,
1565,3,4,0,0,0,0,1.8,32,1565,Evans,ORSISL,,,,,,,
1808,1,4,0,0,0,0,2.8,32,1808,Evans,ORSISL,,,,,,,
6126,1,4,0,0,0,0,2.8,32,6126,Evans,ORSISL,,,,,,,
6192,1,3,0,0,0,0,2.6,32,6192,Evans,ORSISL,,,,,,,
6228,1,4,0,0,0,0,2.5,32,6228,Evans,ORSISL,,,,,,,
6256,1,4,0,0,0,0,3,32,6256,Evans,ORSISL,,,,,,,
6293,1,4,0,0,0,0,2.5,32,6293,Evans,ORSISL,,,,,,,
6318,2,3,0,0,0,0,0.9,32,6318,Evans,ORSISL,,,,,,,
6603,1,4,0,0,0,0,2.9,32,6603,Evans,ORSISL,,,,,,,
6667,,,,,,,,32,6667,Evans,ORSISL,,,,,,,
31543,,,,,,,,32,31543,Evans,ORSISL,,,,,,,
31544,1,4,0,0,0,0,2.2,32,31544,Evans,ORSISL,,,,,,,
31545,2,4,0,0,0,0,2.9,32,31545,Evans,ORSISL,,,,,,,
355,2,3,0,0,0,0,1.8,33,355,Evans,WACASH,,,,,,,
384,1,4,0,0,0,0,3,33,384,Evans,WACASH,,,,,,,
503,1,4,0,0,0,0,2.5,33,503,Evans,WACASH,,,,,,,
562,1,4,0,0,0,0,2.8,33,562,Evans,WACASH,,,,,,,
2041,2,4,0,0,0,0,2.3,33,2041,Evans,WACASH,,,,,,,
2073,1,4,0,0,0,0,3,33,2073,Evans,WACASH,,,,,,,
2232,1,4,0,0,0,0,2.8,33,2232,Evans,WACASH,,,,,,,
2255,2,3,0,0,0,0,2.2,33,2255,Evans,WACASH,,,,,,,
2294,1,4,0,0,0,0,3,33,2294,Evans,WACASH,,,,,,,
2351,1,4,0,0,0,0,3,33,2351,Evans,WACASH,,,,,,,
5343,1,4,0,0,0,0,2.9,33,5343,Evans,WACASH,,,,,,,
5372,1,4,0,0,0,0,3,33,5372,Evans,WACASH,,,,,,,
5492,2,1,0,0,0,0,0.9,33,5492,Evans,WACASH,,,,,,,
5543,1,4,0,0,0,0,3,33,5543,Evans,WACASH,,,,,,,
6797,1,4,0,0,0,0,3,33,6797,Evans,WACASH,,,,,,,
6837,1,4,0,0,0,0,3,33,6837,Evans,WACASH,,,,,,,
6964,1,4,0,0,0,0,3,33,6964,Evans,WACASH,,,,,,,
7006,1,4,0,0,0,0,2.5,33,7006,Evans,WACASH,,,,,,,
7031,1,4,0,0,0,,3,33,7031,Evans,WACASH,,,,,,,
7077,1,4,0,0,0,0,3,33,7077,Evans,WACASH,,,,,,,
14,1,4,0,0,0,0,3,34,14,Evans,ORCASL,,,,,,,
37,1,4,0,0,0,0,2.8,34,37,Evans,ORCASL,,,,,,,
40,1,4,0,0,0,0,3,34,40,Evans,ORCASL,,,,,,,
160,2,4,0,0,0,0,2.9,34,160,Evans,ORCASL,,,,,,,
231,1,4,0,0,0,0,2.8,34,231,Evans,ORCASL,,,,,,,
771,1,4,0,0,0,0,2.7,34,771,Evans,ORCASL,,,,,,,
828,1,4,0,0,0,0,3,34,828,Evans,ORCASL,,,,,,,
1122,1,4,0,0,0,0,3,34,1122,Evans,ORCASL,,,,,,,
1157,2,3,0,0,0,0,2.9,34,1157,Evans,ORCASL,,,,,,,
1213,1,4,0,0,0,0,2.5,34,1213,Evans,ORCASL,,,,,,,
1239,1,3,0,0,0,0,2.7,34,1239,Evans,ORCASL,,,,,,,
5007,1,4,0,0,0,0,3,34,5007,Evans,ORCASL,,,,,,,
5056,1,4,0,0,0,0,3,34,5056,Evans,ORCASL,,,,,,,
5177,1,4,0,0,0,0,3,34,5177,Evans,ORCASL,,,,,,,
5226,1,4,0,0,0,0,2.4,34,5226,Evans,ORCASL,,,,,,,
5721,1,4,0,0,0,0,3,34,5721,Evans,ORCASL,,,,,,,
5758,1,4,0,0,0,0,2.9,34,5758,Evans,ORCASL,,,,,,,
6004,1,4,0,0,0,0,3,34,6004,Evans,ORCASL,,,,,,,
6046,2,2,0,0,0,0,1,34,6046,Evans,ORCASL,,,,,,,
6101,1,4,0,0,0,0,2.8,34,6101,Evans,ORCASL,,,,,,,
2832,1,4,0,0,0,0,2.9,35,2832,Evans,CAKLA,,,,,,,
2871,2,4,0,0,0,0,2.5,35,2871,Evans,CAKLA,,,,,,,
2915,1,4,0,0,0,0,3,35,2915,Evans,CAKLA,,,,,,,
2957,1,4,0,0,0,0,2.8,35,2957,Evans,CAKLA,,,,,,,
2992,1,4,0,0,0,0,2.8,35,2992,Evans,CAKLA,,,,,,,
3044,1,3,0,0,0,0,2.3,35,3044,Evans,CAKLA,,,,,,,
3082,1,4,0,0,0,0,2.7,35,3082,Evans,CAKLA,,,,,,,
3110,1,4,0,0,0,0,2.8,35,3110,Evans,CAKLA,,,,,,,
3165,2,4,0,0,0,0,3,35,3165,Evans,CAKLA,,,,,,,
3179,1,4,0,0,0,1,3,35,3179,Evans,CAKLA,,,,,,,
7521,1,4,0,0,0,0,2.9,35,7521,Evans,CAKLA,,,,,,,
7548,2,4,0,0,0,0,3,35,7548,Evans,CAKLA,,,,,,,
7581,2,3,0,0,0,0,3,35,7581,Evans,CAKLA,,,,,,,
