TAG,CL,CD,NS,NR,SS,SR,SRT,PLT,TAG,Site_name,REGION,,,,,,,
6558,1,4,2,0,2,0,2.1,26,6558,Nortons,ORCSTS,,,,,,,
7346,1,4,2,0,2,0,2.5,26,7346,Nortons,ORCSTS,,,,,,,
7388,1,4,2,1,2,0,2.1,26,7388,Nortons,ORCSTS,,,,,,,
7433,1,4,1,0,2,0,2,26,7433,Nortons,ORCSTS,,,,,,,
7485,1,4,2,0,2,0,1.8,26,7485,Nortons,ORCSTS,,,,,,,
9038,2,4,2,1,2,1,1.9,26,9038,Nortons,ORCSTS,,,,,,,
9334,1,4,2,0,2,0,2.8,26,9334,Nortons,ORCSTS,,,,,,,
9361,1,4,2,0,2,0,2,26,9361,Nortons,ORCSTS,,,,,,,
653,1,4,2,0,2,0,1.5,27,653,Nortons,ORSISH,,,,,,,
672,2,4,2,1,2,1,2,27,672,Nortons,ORSISH,,,,,,,
709,2,4,2,0,2,1,2.1,27,709,Nortons,ORSISH,,,,,,,
1593,2,3,2,2,2,2,1.2,27,1593,Nortons,ORSISH,,,,,,,
2368,2,3,1,3,1,3,1,27,2368,Nortons,ORSISH,,,,,,,
2414,1,3,2,0,2,0,2.8,27,2414,Nortons,ORSISH,,,,,,,
2420,1,3,2,1,2,1,1.9,27,2420,Nortons,ORSISH,,,,,,,
5569,2,3,2,1,2,1,2,27,5569,Nortons,ORSISH,,,,,,,
5602,2,2,2,2,1,2,1,27,5602,Nortons,ORSISH,,,,,,,
5666,2,3,2,1,2,1,1.1,27,5666,Nortons,ORSISH,,,,,,,
5696,2,3,2,0,2,0,1.8,27,5696,Nortons,ORSISH,,,,,,,
6374,2,3,2,1,2,1,1.8,27,6374,Nortons,ORSISH,,,,,,,
6412,1,4,2,1,2,1,2.1,27,6412,Nortons,ORSISH,,,,,,,
6429,2,3,2,2,2,2,1.6,27,6429,Nortons,ORSISH,,,,,,,
6627,2,4,2,2,2,2,2.1,27,6627,Nortons,ORSISH,,,,,,,
6636,2,3,3,0,2,0,1.6,27,6636,Nortons,ORSISH,,,,,,,
7113,,,,,,,,27,7113,Nortons,ORSISH,,,,,,,
7169,2,4,2,0,3,1,1.7,27,7169,Nortons,ORSISH,,,,,,,
9503,2,3,2,1,2,1,2,27,9503,Nortons,ORSISH,,,,,,,
12937,2,3,2,0,2,0,1.5,27,12937,Nortons,ORSISH,,,,,,,
78,2,4,3,2,3,2,2.5,28,78,Nortons,ORCASH,,,,,,,
140,1,3,0,0,0,0,1.9,28,140,Nortons,ORCASH,,,,,,,
862,1,3,2,0,2,0,2.4,28,862,Nortons,ORCASH,,,,,,,
894,1,4,3,0,3,1,2,28,894,Nortons,ORCASH,,,,,,,
926,2,4,3,0,3,0,2,28,926,Nortons,ORCASH,,,,,,,
1012,2,4,2,2,2,1,3,28,1012,Nortons,ORCASH,,,,,,,
1079,2,4,2,2,3,2,1.5,28,1079,Nortons,ORCASH,,,,,,,
1901,1,4,2,0,2,0,1.4,28,1901,Nortons,ORCASH,,,,,,,
1969,2,3,3,1,3,1,1.8,28,1969,Nortons,ORCASH,,,,,,,
2013,2,4,2,1,2,2,2,28,2013,Nortons,ORCASH,,,,,,,
5083,1,4,0,0,0,0,2.8,28,5083,Nortons,ORCASH,,,,,,,
5150,1,4,2,0,2,0,2.8,28,5150,Nortons,ORCASH,,,,,,,
5804,1,4,2,0,2,0,2.4,28,5804,Nortons,ORCASH,,,,,,,
5829,1,4,2,0,3,0,2.1,28,5829,Nortons,ORCASH,,,,,,,
5886,1,4,2,1,2,1,1.6,28,5886,Nortons,ORCASH,,,,,,,
5903,1,4,2,0,,0,2.3,28,5903,Nortons,ORCASH,,,,,,,
5962,2,4,2,0,3,0,2,28,5962,Nortons,ORCASH,,,,,,,
6702,2,3,2,2,2,2,1.6,28,6702,Nortons,ORCASH,,,,,,,
6718,2,4,0,0,0,0,2,28,6718,Nortons,ORCASH,,,,,,,
6771,2,3,1,0,2,1,2,28,6771,Nortons,ORCASH,,,,,,,
331,1,4,1,0,2,0,1.9,29,331,Nortons,WACASH,,,,,,,
390,1,4,2,0,2,0,2.1,29,390,Nortons,WACASH,,,,,,,
506,2,2,2,3,2,3,1.1,29,506,Nortons,WACASH,,,,,,,
533,2,4,2,0,3,0,2.1,29,533,Nortons,WACASH,,,,,,,
2048,1,4,2,0,3,0,2.1,29,2048,Nortons,WACASH,,,,,,,
2063,1,4,2,0,3,0,2.3,29,2063,Nortons,WACASH,,,,,,,
2214,1,4,1,0,2,0,2,29,2214,Nortons,WACASH,,,,,,,
2235,2,4,2,0,2,0,2.2,29,2235,Nortons,WACASH,,,,,,,
2278,2,4,2,0,3,0,1.5,29,2278,Nortons,WACASH,,,,,,,
2323,1,2,3,0,3,0,2.4,29,2323,Nortons,WACASH,,,,,,,
5316,2,4,2,1,2,1,2.3,29,5316,Nortons,WACASH,,,,,,,
5383,2,3,2,0,3,0,1.8,29,5383,Nortons,WACASH,,,,,,,
5482,,,,,,,,29,5482,Nortons,WACASH,,,,,,,
5528,2,4,2,0,2,0,2.1,29,5528,Nortons,WACASH,,,,,,,
6796,1,4,2,0,3,0,2.1,29,6796,Nortons,WACASH,,,,,,,
6862,2,4,2,1,3,1,2.3,29,6862,Nortons,WACASH,,,,,,,
6981,1,3,2,1,2,1,2.4,29,6981,Nortons,WACASH,,,,,,,
7008,2,4,2,0,3,1,2.8,29,7008,Nortons,WACASH,,,,,,,
7040,2,4,3,0,3,0,2.6,29,7040,Nortons,WACASH,,,,,,,
7087,1,4,2,0,2,0,,29,7087,Nortons,WACASH,,,,,,,
31,1,4,3,0,3,0,2.7,30,31,Nortons,ORCASL,,,,,,,
60,2,4,2,0,3,0,2.9,30,60,Nortons,ORCASL,,,,,,,
166,2,3,3,2,3,2,2.4,30,166,Nortons,ORCASL,,,,,,,
206,1,4,2,0,2,0,2.3,30,206,Nortons,ORCASL,,,,,,,
774,1,4,2,0,3,0,2.8,30,774,Nortons,ORCASL,,,,,,,
809,1,4,1,0,2,0,2,30,809,Nortons,ORCASL,,,,,,,
1106,2,3,2,1,2,1,2.1,30,1106,Nortons,ORCASL,,,,,,,
1169,2,4,1,2,2,1,3,30,1169,Nortons,ORCASL,,,,,,,
1195,1,4,1,0,2,0,2.9,30,1195,Nortons,ORCASL,,,,,,,
1247,1,4,1,0,2,0,2.9,30,1247,Nortons,ORCASL,,,,,,,
5033,1,4,2,1,3,1,2.1,30,5033,Nortons,ORCASL,,,,,,,
5059,2,4,1,1,2,0,2.5,30,5059,Nortons,ORCASL,,,,,,,
5189,2,4,0,0,0,0,2.1,30,5189,Nortons,ORCASL,,,,,,,
5211,2,4,2,1,2,0,2.4,30,5211,Nortons,ORCASL,,,,,,,
5735,2,3,3,0,3,0,2,30,5735,Nortons,ORCASL,,,,,,,
5754,1,4,3,0,3,0,2.4,30,5754,Nortons,ORCASL,,,,,,,
6006,1,4,1,0,2,0,2.4,30,6006,Nortons,ORCASL,,,,,,,
6041,2,4,0,0,0,0,3,30,6041,Nortons,ORCASL,,,,,,,
6114,1,4,2,0,2,0,3,30,6114,Nortons,ORCASL,,,,,,,
6124,1,4,2,0,2,0,2.4,30,6124,Nortons,ORCASL,,,,,,,
2833,2,3,1,1,2,1,1.1,31,2833,Nortons,CAKLA,,,,,,,
2863,1,4,2,0,2,0,1.4,31,2863,Nortons,CAKLA,,,,,,,
2911,1,3,2,1,2,0,1.9,31,2911,Nortons,CAKLA,,,,,,,
2953,2,3,2,1,3,1,2,31,2953,Nortons,CAKLA,,,,,,,
2993,2,3,2,2,2,1,1,31,2993,Nortons,CAKLA,,,,,,,
3022,2,3,2,2,3,2,1.6,31,3022,Nortons,CAKLA,,,,,,,
3061,2,3,2,2,2,2,1.5,31,3061,Nortons,CAKLA,,,,,,,
3101,1,3,2,0,2,0,2,31,3101,Nortons,CAKLA,,,,,,,
3131,2,3,2,1,2,2,0.9,31,3131,Nortons,CAKLA,,,,,,,
3181,1,4,2,0,2,0,1.5,31,3181,Nortons,CAKLA,,,,,,,
7531,2,3,1,2,2,2,1.3,31,7531,Nortons,CAKLA,,,,,,,
7577,2,2,1,2,1,2,0.8,31,7577,Nortons,CAKLA,,,,,,,
7591,1,4,2,0,2,0,1.9,31,7591,Nortons,CAKLA,,,,,,,
7655,1,3,2,0,2,0,1.5,31,7655,Nortons,CAKLA,,,,,,,
7688,2,3,2,2,2,1,1.3,31,7688,Nortons,CAKLA,,,,,,,
7712,1,4,2,1,2,0,1.8,31,7712,Nortons,CAKLA,,,,,,,
7770,2,2,1,3,1,3,0.9,31,7770,Nortons,CAKLA,,,,,,,
7788,1,3,2,0,2,0,1.6,31,7788,Nortons,CAKLA,,,,,,,
7833,1,4,2,0,2,0,1.9,31,7833,Nortons,CAKLA,,,,,,,
7882,1,4,2,0,2,0,1.7,31,7882,Nortons,CAKLA,,,,,,,
1655,1,4,2,0,2,0,2.7,32,1655,Nortons,ORCSTN,,,,,,,
1720,1,4,2,0,2,0,2.6,32,1720,Nortons,ORCSTN,,,,,,,
2458,1,4,1,0,2,0,2.1,32,2458,Nortons,ORCSTN,,,,,,,
2518,1,4,2,0,2,0,2.4,32,2518,Nortons,ORCSTN,,,,,,,
2541,1,4,2,0,1,0,2.8,32,2541,Nortons,ORCSTN,,,,,,,
2581,1,4,2,0,2,0,2,32,2581,Nortons,ORCSTN,,,,,,,
4300,1,4,2,0,2,0,2.2,32,4300,Nortons,ORCSTN,,,,,,,
4344,1,4,2,0,1,0,2.1,32,4344,Nortons,ORCSTN,,,,,,,
4371,1,4,2,0,3,0,2.8,32,4371,Nortons,ORCSTN,,,,,,,
4418,2,4,2,0,2,0,2,32,4418,Nortons,ORCSTN,,,,,,,
6448,1,4,2,0,2,0,1.5,32,6448,Nortons,ORCSTN,,,,,,,
6502,1,4,2,0,2,0,2.5,32,6502,Nortons,ORCSTN,,,,,,,
7193,1,4,1,0,2,0,2,32,7193,Nortons,ORCSTN,,,,,,,
7232,1,4,3,0,3,0,2.6,32,7232,Nortons,ORCSTN,,,,,,,
7297,1,4,2,0,2,0,2,32,7297,Nortons,ORCSTN,,,,,,,
7334,1,4,2,0,1,0,2.7,32,7334,Nortons,ORCSTN,,,,,,,
8893,1,4,2,0,2,0,2,32,8893,Nortons,ORCSTN,,,,,,,
8958,1,4,1,0,2,0,2.9,32,8958,Nortons,ORCSTN,,,,,,,
8981,2,4,0,0,0,0,2.1,32,8981,Nortons,ORCSTN,,,,,,,
9030,1,4,2,0,2,0,1.9,32,9030,Nortons,ORCSTN,,,,,,,
3213,2,2,3,1,3,1,1,33,3213,Nortons,CASIERRA,,,,,,,
3268,2,3,2,2,3,1,1.6,33,3268,Nortons,CASIERRA,,,,,,,
3322,2,2,2,1,1,1,0.9,33,3322,Nortons,CASIERRA,,,,,,,
3323,2,2,2,1,2,1,1.2,33,3323,Nortons,CASIERRA,,,,,,,
3352,2,3,3,1,3,1,2,33,3352,Nortons,CASIERRA,,,,,,,
3368,2,3,2,1,2,2,1.8,33,3368,Nortons,CASIERRA,,,,,,,
3397,2,2,3,2,2,2,1,33,3397,Nortons,CASIERRA,,,,,,,
3415,2,2,2,2,3,1,0.9,33,3415,Nortons,CASIERRA,,,,,,,
3484,2,4,2,1,2,1,1.7,33,3484,Nortons,CASIERRA,,,,,,,
3533,2,3,2,2,3,2,1.3,33,3533,Nortons,CASIERRA,,,,,,,
3579,2,2,2,2,2,2,1.1,33,3579,Nortons,CASIERRA,,,,,,,
7911,2,3,2,1,2,2,1.1,33,7911,Nortons,CASIERRA,,,,,,,
7947,2,3,3,1,3,1,1.6,33,7947,Nortons,CASIERRA,,,,,,,
8022,1,3,3,1,3,0,1.2,33,8022,Nortons,CASIERRA,,,,,,,
8055,2,3,3,1,3,1,1.7,33,8055,Nortons,CASIERRA,,,,,,,
8114,2,2,1,1,1,1,1.1,33,8114,Nortons,CASIERRA,,,,,,,
8169,2,1,2,2,2,2,0.9,33,8169,Nortons,CASIERRA,,,,,,,
8219,2,2,3,2,3,1,1.1,33,8219,Nortons,CASIERRA,,,,,,,
8237,2,3,2,1,2,2,1.5,33,8237,Nortons,CASIERRA,,,,,,,
8571,,,,,,,,33,8571,Nortons,CASIERRA,,,,,,,
1290,2,4,2,2,2,1,1.9,34,1290,Nortons,ORSISL,,,,,,,
1303,1,4,3,0,2,0,2.3,34,1303,Nortons,ORSISL,,,,,,,
1330,1,3,2,0,3,0,1.2,34,1330,Nortons,ORSISL,,,,,,,
1369,1,4,3,0,2,0,2.6,34,1369,Nortons,ORSISL,,,,,,,
1406,1,3,2,0,2,0,2.2,34,1406,Nortons,ORSISL,,,,,,,
1448,1,4,2,0,3,0,2.8,34,1448,Nortons,ORSISL,,,,,,,
1462,1,4,2,0,3,0,1.8,34,1462,Nortons,ORSISL,,,,,,,
1516,1,4,2,0,2,0,2.5,34,1516,Nortons,ORSISL,,,,,,,
1823,2,3,2,1,3,0,1.8,34,1823,Nortons,ORSISL,,,,,,,
1879,1,4,3,0,3,0,2.1,34,1879,Nortons,ORSISL,,,,,,,
6130,1,4,1,1,2,1,2.6,34,6130,Nortons,ORSISL,,,,,,,
6197,2,2,3,2,2,2,0.9,34,6197,Nortons,ORSISL,,,,,,,
6200,1,4,3,1,2,1,1.8,34,6200,Nortons,ORSISL,,,,,,,
6265,1,4,3,0,2,0,2.5,34,6265,Nortons,ORSISL,,,,,,,
6310,1,4,2,0,3,0,2,34,6310,Nortons,ORSISL,,,,,,,
6317,1,4,2,0,3,0,2.2,34,6317,Nortons,ORSISL,,,,,,,
6587,2,3,3,1,3,1,2.4,34,6587,Nortons,ORSISL,,,,,,,
6668,2,3,2,1,2,1,1.2,34,6668,Nortons,ORSISL,,,,,,,
31670,2,3,3,1,2,1,1.1,34,31670,Nortons,ORSISL,,,,,,,
31673,1,4,1,1,1,1,1.7,34,31673,Nortons,ORSISL,,,,,,,
272,1,4,2,0,2,0,2.4,35,272,Nortons,WACASL,,,,,,,
292,1,4,2,0,1,0,2.1,35,292,Nortons,WACASL,,,,,,,
433,1,4,1,0,2,1,1.9,35,433,Nortons,WACASL,,,,,,,
456,1,4,2,0,1,0,1.9,35,456,Nortons,WACASL,,,,,,,
2111,1,4,2,0,2,0,1.9,35,2111,Nortons,WACASL,,,,,,,
2182,1,4,2,0,1,0,2,35,2182,Nortons,WACASL,,,,,,,
4547,1,4,2,0,3,0,2,35,4547,Nortons,WACASL,,,,,,,
4582,1,3,2,0,2,0,2.2,35,4582,Nortons,WACASL,,,,,,,
4714,1,4,2,1,2,0,2.3,35,4714,Nortons,WACASL,,,,,,,
4734,1,4,2,0,1,0,2.2,35,4734,Nortons,WACASL,,,,,,,
5261,2,3,1,2,2,2,1.9,35,5261,Nortons,WACASL,,,,,,,
5293,1,4,2,1,2,0,2.9,35,5293,Nortons,WACASL,,,,,,,
5405,1,4,2,0,2,0,2.4,35,5405,Nortons,WACASL,,,,,,,
5435,1,4,2,0,2,0,1.9,35,5435,Nortons,WACASL,,,,,,,
6880,1,4,2,0,2,0,2.5,35,6880,Nortons,WACASL,,,,,,,
6912,1,4,2,0,2,1,2.7,35,6912,Nortons,WACASL,,,,,,,
9102,1,4,1,0,2,0,2.1,35,9102,Nortons,WACASL,,,,,,,
9126,2,4,2,0,2,0,2.9,35,9126,Nortons,WACASL,,,,,,,
9264,1,3,2,0,2,0,2.2,35,9264,Nortons,WACASL,,,,,,,
9291,1,4,2,0,3,0,2.4,35,9291,Nortons,WACASL,,,,,,,
3605,1,4,2,0,2,0,1.7,36,3605,Nortons,WACST,,,,,,,
3674,1,4,2,0,2,0,2.8,36,3674,Nortons,WACST,,,,,,,
3699,1,4,2,0,1,0,2.1,36,3699,Nortons,WACST,,,,,,,
3743,1,4,2,0,1,0,2,36,3743,Nortons,WACST,,,,,,,
4123,1,4,2,0,2,0,2.3,36,4123,Nortons,WACST,,,,,,,
4186,1,4,,,1,0,2.2,36,4186,Nortons,WACST,,,,,,,
4269,1,3,2,0,2,0,2.4,36,4269,Nortons,WACST,,,,,,,
4643,1,4,2,0,2,0,2.1,36,4643,Nortons,WACST,,,,,,,
4680,1,4,2,0,2,0,2.4,36,4680,Nortons,WACST,,,,,,,
8295,,,,,,,,36,8295,Nortons,WACST,,,,,,,
8301,1,4,2,0,1,0,2.2,36,8301,Nortons,WACST,,,,,,,
8368,1,4,1,0,2,0,2.8,36,8368,Nortons,WACST,,,,,,,
8396,1,4,1,0,2,0,2.1,36,8396,Nortons,WACST,,,,,,,
8736,1,4,2,0,2,0,2,36,8736,Nortons,WACST,,,,,,,
8773,1,4,3,0,3,0,3,36,8773,Nortons,WACST,,,,,,,
8820,1,4,0,0,0,0,3,36,8820,Nortons,WACST,,,,,,,
8846,1,4,2,0,2,0,2.8,36,8846,Nortons,WACST,,,,,,,
8862,1,4,3,0,2,0,2,36,8862,Nortons,WACST,,,,,,,
9181,1,4,3,0,2,0,2.2,36,9181,Nortons,WACST,,,,,,,
9217,1,4,2,0,2,0,2,36,9217,Nortons,WACST,,,,,,,
23,1,4,1,1,1,1,1.4,37,23,Nortons,ORCASL,,,,,,,
76,2,4,1,1,2,1,2.8,37,76,Nortons,ORCASL,,,,,,,
185,1,4,1,1,1,1,2.6,37,185,Nortons,ORCASL,,,,,,,
207,1,4,2,0,1,0,2.1,37,207,Nortons,ORCASL,,,,,,,
765,1,4,1,0,1,1,2,37,765,Nortons,ORCASL,,,,,,,
796,1,4,2,1,2,0,2.1,37,796,Nortons,ORCASL,,,,,,,
1123,1,4,2,1,2,1,2.3,37,1123,Nortons,ORCASL,,,,,,,
1141,1,4,1,0,2,0,3,37,1141,Nortons,ORCASL,,,,,,,
1191,1,4,1,1,1,1,2.2,37,1191,Nortons,ORCASL,,,,,,,
1240,1,4,2,1,1,1,2.2,37,1240,Nortons,ORCASL,,,,,,,
5005,1,4,2,0,2,1,2.7,37,5005,Nortons,ORCASL,,,,,,,
5040,2,4,2,1,2,1,2.1,37,5040,Nortons,ORCASL,,,,,,,
5182,2,4,2,1,2,1,2.1,37,5182,Nortons,ORCASL,,,,,,,
5217,1,4,0,0,0,0,2.1,37,5217,Nortons,ORCASL,,,,,,,
5745,1,4,2,0,1,0,2,37,5745,Nortons,ORCASL,,,,,,,
5773,1,4,1,0,2,0,2.1,37,5773,Nortons,ORCASL,,,,,,,
5985,1,4,1,0,2,0,2.1,37,5985,Nortons,ORCASL,,,,,,,
6023,1,4,2,1,2,0,2,37,6023,Nortons,ORCASL,,,,,,,
6065,1,4,1,0,2,0,2.1,37,6065,Nortons,ORCASL,,,,,,,
6107,1,4,0,0,0,0,2,37,6107,Nortons,ORCASL,,,,,,,
3811,1,4,1,0,2,1,1.5,38,3811,Nortons,CACST,,,,,,,
3845,2,4,2,0,2,1,2.7,38,3845,Nortons,CACST,,,,,,,
3894,2,4,2,0,3,1,2.9,38,3894,Nortons,CACST,,,,,,,
3937,1,4,2,1,2,0,2,38,3937,Nortons,CACST,,,,,,,
3965,2,4,2,1,2,1,1.5,38,3965,Nortons,CACST,,,,,,,
4003,1,3,2,0,2,0,3,38,4003,Nortons,CACST,,,,,,,
4012,1,4,2,1,2,0,2.1,38,4012,Nortons,CACST,,,,,,,
4082,1,4,2,0,2,0,2.8,38,4082,Nortons,CACST,,,,,,,
8422,1,4,2,0,2,0,1.1,38,8422,Nortons,CACST,,,,,,,
8438,1,4,2,0,2,0,1.5,38,8438,Nortons,CACST,,,,,,,
8468,2,3,2,0,2,0,2.6,38,8468,Nortons,CACST,,,,,,,
8483,2,4,2,1,1,1,1,38,8483,Nortons,CACST,,,,,,,
8519,2,3,2,2,2,2,1.7,38,8519,Nortons,CACST,,,,,,,
8570,1,3,2,0,2,0,2,38,8570,Nortons,CACST,,,,,,,
8615,1,4,2,0,2,0,1.6,38,8615,Nortons,CACST,,,,,,,
8674,1,2,2,1,2,0,1.7,38,8674,Nortons,CACST,,,,,,,
8678,1,3,2,0,2,1,2,38,8678,Nortons,CACST,,,,,,,
8727,1,4,2,0,2,0,2.2,38,8727,Nortons,CACST,,,,,,,
12110,2,4,2,1,2,1,2.1,38,12110,Nortons,CACST,,,,,,,
31859,1,3,2,0,2,1,1.4,38,31859,Nortons,CACST,,,,,,,
99,2,4,2,1,3,1,2,39,99,Nortons,ORCASH,,,,,,,
129,2,3,2,0,2,1,2,39,129,Nortons,ORCASH,,,,,,,
867,1,4,2,1,2,1,2.4,39,867,Nortons,ORCASH,,,,,,,
895,2,3,1,1,1,1,2,39,895,Nortons,ORCASH,,,,,,,
950,1,4,2,0,2,0,2,39,950,Nortons,ORCASH,,,,,,,
1030,1,4,2,0,2,0,2.7,39,1030,Nortons,ORCASH,,,,,,,
1070,1,3,2,0,2,1,2,39,1070,Nortons,ORCASH,,,,,,,
1929,2,4,2,1,2,1,2,39,1929,Nortons,ORCASH,,,,,,,
1940,2,4,2,1,2,1,2.4,39,1940,Nortons,ORCASH,,,,,,,
2003,2,3,2,1,2,1,1.9,39,2003,Nortons,ORCASH,,,,,,,
5102,1,4,2,1,3,1,2,39,5102,Nortons,ORCASH,,,,,,,
5152,2,4,1,1,2,1,2,39,5152,Nortons,ORCASH,,,,,,,
5821,2,3,2,1,2,1,2,39,5821,Nortons,ORCASH,,,,,,,
5831,2,4,2,1,3,1,2.9,39,5831,Nortons,ORCASH,,,,,,,
5873,1,3,2,0,2,0,2,39,5873,Nortons,ORCASH,,,,,,,
5904,2,4,2,0,2,0,2.4,39,5904,Nortons,ORCASH,,,,,,,
5955,1,4,2,1,2,1,1.6,39,5955,Nortons,ORCASH,,,,,,,
6683,2,3,2,1,2,1,1.4,39,6683,Nortons,ORCASH,,,,,,,
6730,1,3,2,0,2,0,2.3,39,6730,Nortons,ORCASH,,,,,,,
6778,2,4,2,1,3,1,1.7,39,6778,Nortons,ORCASH,,,,,,,
600,2,3,2,0,2,0,2,40,600,Nortons,ORSISH,,,,,,,
614,2,4,2,1,2,1,1.2,40,614,Nortons,ORSISH,,,,,,,
639,1,4,2,0,2,0,2.1,40,639,Nortons,ORSISH,,,,,,,
689,1,4,2,0,2,0,2.2,40,689,Nortons,ORSISH,,,,,,,
724,2,3,2,1,2,1,2.5,40,724,Nortons,ORSISH,,,,,,,
1590,2,3,2,1,2,1,1.5,40,1590,Nortons,ORSISH,,,,,,,
1603,2,4,2,1,1,1,1,40,1603,Nortons,ORSISH,,,,,,,
1614,2,3,2,1,2,1,1.4,40,1614,Nortons,ORSISH,,,,,,,
1842,1,4,2,0,2,0,2,40,1842,Nortons,ORSISH,,,,,,,
2443,2,4,2,2,2,2,2,40,2443,Nortons,ORSISH,,,,,,,
5561,3,1,,2,2,2,0.6,40,5561,Nortons,ORSISH,,,,,,,
5605,1,4,2,0,2,1,1.8,40,5605,Nortons,ORSISH,,,,,,,
5664,1,4,2,0,2,1,1.3,40,5664,Nortons,ORSISH,,,,,,,
5681,2,4,3,1,3,1,2.8,40,5681,Nortons,ORSISH,,,,,,,
6381,2,4,2,1,2,1,1.9,40,6381,Nortons,ORSISH,,,,,,,
6395,2,4,2,1,2,1,1.8,40,6395,Nortons,ORSISH,,,,,,,
6642,2,4,1,0,1,1,1.4,40,6642,Nortons,ORSISH,,,,,,,
7110,1,4,2,0,2,0,1.7,40,7110,Nortons,ORSISH,,,,,,,
7139,2,4,2,1,2,1,1.9,40,7139,Nortons,ORSISH,,,,,,,
7148,2,4,2,0,2,0,2,40,7148,Nortons,ORSISH,,,,,,,
1763,1,4,2,0,2,0,2.3,41,1763,Nortons,ORCSTS,,,,,,,
1778,1,4,2,0,2,0,2,41,1778,Nortons,ORCSTS,,,,,,,
2640,1,4,2,0,2,0,2.1,41,2640,Nortons,ORCSTS,,,,,,,
2691,1,4,2,0,3,0,1.7,41,2691,Nortons,ORCSTS,,,,,,,
2735,1,4,3,1,2,0,2.1,41,2735,Nortons,ORCSTS,,,,,,,
2793,2,4,2,0,2,0,2,41,2793,Nortons,ORCSTS,,,,,,,
4481,1,4,2,1,2,0,2.1,41,4481,Nortons,ORCSTS,,,,,,,
4777,1,4,2,0,2,0,2,41,4777,Nortons,ORCSTS,,,,,,,
4839,1,4,2,0,2,0,2.7,41,4839,Nortons,ORCSTS,,,,,,,
4891,1,4,2,0,2,0,2.1,41,4891,Nortons,ORCSTS,,,,,,,
6526,1,4,0,0,0,0,3,41,6526,Nortons,ORCSTS,,,,,,,
6578,1,4,2,0,3,0,2.7,41,6578,Nortons,ORCSTS,,,,,,,
7365,2,4,3,1,3,1,2,41,7365,Nortons,ORCSTS,,,,,,,
7401,1,4,2,0,2,0,2.2,41,7401,Nortons,ORCSTS,,,,,,,
7439,1,4,2,0,2,0,2.2,41,7439,Nortons,ORCSTS,,,,,,,
7486,1,4,2,0,2,0,2.6,41,7486,Nortons,ORCSTS,,,,,,,
9058,1,4,1,0,2,0,2.8,41,9058,Nortons,ORCSTS,,,,,,,
9072,1,4,3,0,3,0,2,41,9072,Nortons,ORCSTS,,,,,,,
9330,2,4,2,0,2,0,1.4,41,9330,Nortons,ORCSTS,,,,,,,
9371,1,4,2,0,2,0,2,41,9371,Nortons,ORCSTS,,,,,,,
3612,1,4,2,0,2,0,2.5,42,3612,Nortons,WACST,,,,,,,
3645,1,4,2,0,1,0,3,42,3645,Nortons,WACST,,,,,,,
3710,1,4,2,0,1,0,2,42,3710,Nortons,WACST,,,,,,,
3756,1,4,2,0,2,0,2.2,42,3756,Nortons,WACST,,,,,,,
4142,1,4,2,1,2,0,3,42,4142,Nortons,WACST,,,,,,,
4178,1,4,2,0,2,0,2.3,42,4178,Nortons,WACST,,,,,,,
4226,1,4,2,0,2,0,3,42,4226,Nortons,WACST,,,,,,,
4268,1,4,2,1,2,1,2.1,42,4268,Nortons,WACST,,,,,,,
4613,1,4,0,0,0,0,2.5,42,4613,Nortons,WACST,,,,,,,
4670,1,4,2,0,2,1,2.5,42,4670,Nortons,WACST,,,,,,,
8278,2,4,2,1,1,1,2,42,8278,Nortons,WACST,,,,,,,
8314,1,4,2,0,2,0,2.2,42,8314,Nortons,WACST,,,,,,,
8345,1,4,2,0,2,0,2,42,8345,Nortons,WACST,,,,,,,
8413,1,4,2,0,2,0,2.6,42,8413,Nortons,WACST,,,,,,,
8754,1,4,2,1,2,1,2.9,42,8754,Nortons,WACST,,,,,,,
8783,1,4,2,0,2,0,2.9,42,8783,Nortons,WACST,,,,,,,
8817,1,4,2,0,2,0,2.9,42,8817,Nortons,WACST,,,,,,,
8881,1,4,2,0,2,0,2.2,42,8881,Nortons,WACST,,,,,,,
9160,1,4,2,0,2,0,2.2,42,9160,Nortons,WACST,,,,,,,
9197,1,4,2,0,2,0,2.2,42,9197,Nortons,WACST,,,,,,,
2817,2,4,2,1,2,1,1.4,43,2817,Nortons,CAKLA,,,,,,,
2891,2,4,2,1,2,1,1.7,43,2891,Nortons,CAKLA,,,,,,,
2906,1,4,2,1,1,1,1.7,43,2906,Nortons,CAKLA,,,,,,,
2968,1,4,2,1,2,1,1.5,43,2968,Nortons,CAKLA,,,,,,,
2980,1,4,1,1,3,1,1.2,43,2980,Nortons,CAKLA,,,,,,,
3068,2,4,1,1,2,1,1.6,43,3068,Nortons,CAKLA,,,,,,,
3114,,,,,,,,43,3114,Nortons,CAKLA,,,,,,,
3141,2,4,2,0,2,0,2,43,3141,Nortons,CAKLA,,,,,,,
3198,2,4,1,1,2,1,1.8,43,3198,Nortons,CAKLA,,,,,,,
7515,1,4,2,1,2,1,1.8,43,7515,Nortons,CAKLA,,,,,,,
7553,2,4,2,2,2,2,1,43,7553,Nortons,CAKLA,,,,,,,
7612,2,4,3,1,3,1,1.9,43,7612,Nortons,CAKLA,,,,,,,
7652,1,4,2,0,2,0,2.1,43,7652,Nortons,CAKLA,,,,,,,
